SampleID,Auto PIT 10 05 1,Auto PIT 10 05 2,Auto PIT 10 05 3,Auto PIT 10 05 4,Auto PIT 10 05 5
train458,-2.8163,-2.349,1.1028,-2.1359,0.74524
train459,-0.21606,-0.62224,-0.21341,-0.051642,1.1898
train460,0.30876,-0.34155,0.11814,0.55606,0.73904
train461,1.4012,0.0091133,-1.4453,-1.5988,-0.029373
train462,-0.62164,-0.039547,-0.11947,-0.12076,0.1525
train463,0.29971,0.099252,-0.72375,0.66571,-0.21729
train464,-1.7852,0.7969,-0.091474,0.369,0.8048
train465,-0.53183,0.80387,0.28976,-0.30301,-1.355
train466,-2.3534,0.22428,1.3877,-1.6897,1.1898
train467,0.53636,-0.032614,-0.47512,0.46542,-0.077291
train468,-0.0062952,0.017306,-0.013661,-0.023807,-0.059463
train469,-1.3683,-0.58164,-0.20251,-0.18882,0.13492
train470,0.30171,1.5203,0.074942,-0.087851,-2.2305
train471,1.1112,-0.47464,0.12759,0.2537,1.4511
train472,-1.2241,0.092172,-0.53178,0.016608,0.36683
train473,-1.2752,-2.2127,0.67871,-0.64879,-0.41079
train474,-2.0792,1.3607,-2.0467,2.0938,-0.029052
train475,1.0058,-0.27423,-0.032839,-0.97985,0.60995
train476,-1.6923,-0.15278,0.64396,-0.83644,0.60435
train477,-1.6042,-0.13712,1.2832,-1.7707,1.1465
train478,0.60863,2.3182,0.56533,-1.7215,0.75519
train479,-1.9868,0.71903,-3.0874,-1.1082,-0.12058
train480,0.40585,1.3901,0.41072,-0.05049,-1.7816
train481,-0.70523,3.1829,-2.2677,2.2255,0.61889
train482,-0.094379,1.5294,0.69747,-0.2876,-1.5063
train483,-2.651,1.8278,-2.6853,2.5418,0.47085
train484,0.19655,-1.9639,-0.21777,-0.12538,-0.88515
train485,0.36921,0.52607,0.37428,0.30094,1.221
train486,1.0337,-0.4134,-0.3079,-0.122,0.24555
train487,1.5081,-0.32666,-0.081937,-0.25878,-0.47593
train488,-1.1886,-0.35039,-0.31738,-0.18597,0.14675
train489,-0.97427,-0.37808,0.25282,-0.93874,0.65824
train490,0.40971,-0.043791,-0.23153,1.042,-0.66946
train491,-1.7138,-0.56239,0.79039,-0.77268,1.39
train492,0.21991,0.44162,0.56443,0.58605,0.79991
train493,0.85382,0.47711,-0.76294,0.5875,-0.1599
train494,0.97323,0.031349,-0.015498,-1.1202,0.36037
train495,-0.83089,-0.17651,0.051466,-0.68047,0.473
train496,-0.0082369,0.26453,-0.063767,-0.15044,0.44035
train497,0.00050985,0.46654,0.013567,-0.31653,-0.33938
train498,-2.5429,0.46639,1.3451,-2.0235,1.4365
train499,-1.2493,-0.13418,0.19665,-0.92878,0.87342
train500,-0.014715,0.028207,-0.30958,0.31016,0.84651
train501,0.88642,-1.0527,-0.72368,-0.68063,0.97612
train502,0.54568,0.65942,0.11593,0.67888,-0.9587
train503,1.6133,-0.37635,0.71924,1.8485,-0.80713
train504,-0.73091,-0.42561,0.1146,-0.85554,-0.24676
train505,0.72815,2.5449,0.67001,-0.62132,0.81412
train506,1.976,1.1941,-3.1829,-3.2323,0.64669
train507,0.61525,0.16129,0.37099,0.064758,0.76465
train508,-1.352,0.39503,-2.5805,-0.71228,-0.25043
train509,0.18463,-0.22531,-0.19881,-0.036359,0.8186
train510,-3.1136,1.2306,-4.2433,-0.36133,0.23064
train511,0.041432,0.22624,0.402,-0.16745,0.022601
train512,-0.18789,-0.18878,0.026316,0.16646,0.090856
train513,-0.057178,0.53159,-0.11208,-0.41943,-0.49557
train514,-0.13166,-0.14044,-0.13395,-0.0051324,0.094328
train515,-1.5871,1.8965,-1.4215,0.2469,0.63083
train516,-0.42813,-0.63323,-0.080461,-0.87619,-0.90081
train517,-1.1616,0.16773,-0.64744,0.89691,0.2919
train518,-2.4484,0.10374,1.1003,-1.6426,1.2967
train519,-0.99223,-0.3986,-0.24776,-0.015937,0.11946
train520,-2.4571,0.74962,-3.7277,-1.1453,-0.053099
train521,0.45328,2.554,0.57685,-1.5034,1.5667
train522,-0.27828,-0.36625,0.08314,-0.37378,0.27909
train523,0.9462,-0.63671,-0.30882,-0.67653,0.67636
train524,-0.58299,2.8167,0.70665,-1.1612,1.6729
train525,-0.665,-0.095811,0.20986,-0.40664,0.10009
train526,-2.137,-3.8702,1.3842,-0.66994,-0.27856
train527,-2.3759,1.5475,-2.0778,2.2755,0.44684
train528,0.80327,0.59354,0.84047,-0.40733,0.39379
train529,-1.1,-0.72716,0.53571,-0.60485,0.38065
train530,0.11099,0.40107,0.094899,-0.39221,0.60869
train531,-0.10659,3.9235,0.94522,-1.354,1.7062
train532,-2.3002,-3.2347,1.0954,-0.80639,-0.36078
train533,-0.18519,-0.031243,-0.14346,-0.054407,-0.12391
train534,0.6521,2.5244,0.59134,-0.22998,1.1152
train535,-2.4536,-3.2118,1.3054,-0.65701,-0.20892
train536,0.49276,-1.5182,-0.098912,0.92925,-1.275
train537,-1.4751,0.084159,1.7414,-1.4783,1.155
train538,-0.99922,0.151,-1.2681,-0.37935,-0.12117
train539,-2.8435,-1.5619,1.4639,-1.3314,1.4004
train540,-1.0364,0.078234,-0.30009,0.49076,0.23687
train541,0.76639,0.11905,-0.23185,0.57743,-1.227
train542,0.40022,1.5792,0.084603,-0.22165,0.42828
train543,-1.3635,-1.427,1.3876,-1.0189,-0.077494
train544,-1.6289,0.065565,-1.239,0.23529,-0.06233
train545,-1.8431,1.066,-2.5962,0.68583,0.051068
train546,-1.2576,-1.9656,0.72273,-0.60532,-0.023212
train547,0.39495,-0.53877,0.051443,0.60029,-1.9307
train548,0.016792,-0.03912,-0.1088,0.18972,-0.25728
train549,2.1275,-1.4023,-0.81102,0.017913,-0.76805
train550,0.95412,0.91309,-0.60907,0.4924,-0.18238
train551,-1.4499,-2.4785,0.56998,-0.76482,-0.19895
train552,0.54845,1.3378,0.12805,-0.63789,-2.1506
train553,0.50595,0.39406,-0.29412,0.16254,-0.037899
train554,0.30249,-0.27194,0.039821,0.34485,-0.27027
train555,0.17225,0.30872,-0.25047,-0.21166,0.14062
train556,-2.2814,1.2153,-2.1034,2.2559,0.63382
train557,2.0672,-0.14007,0.19203,0.65798,-0.47908
train558,-1.5583,0.36092,-2.402,-1.3522,-0.26711
train559,0.40245,0.032255,2.6016,-1.555,0.77241
train560,-1.2548,0.76123,-1.4309,1.3907,0.26931
train561,-0.48448,-0.29676,-0.18185,0.068555,-0.068704
train562,0.34467,0.16118,0.014948,0.33815,-0.30575
train563,-0.16816,-0.21114,-0.39887,0.34199,0.60919
train564,0.58216,-0.070037,-0.81281,1.1626,-0.57513
train565,-1.4531,0.035831,-3.0169,-1.4153,-0.24911
train566,0.15034,2.6562,0.56943,-0.58855,-2.1996
train567,-1.8731,0.52516,-2.2069,0.30552,-0.0084354
train568,-1.7477,0.55441,-2.2253,-0.42708,0.0011063
train569,0.67606,0.70348,-0.14181,0.32596,0.91281
train570,-3.4257,-2.4203,1.9204,-1.7508,0.43983
train571,-2.7121,1.3737,-2.4641,1.8813,0.27205
train572,-0.66207,-0.29304,-0.093622,-0.17904,-0.03941
train573,-1.8082,0.30905,-0.88044,-0.0042814,0.35253
train574,1.2911,1.1239,1.5133,0.056694,0.56846
train575,-0.23565,0.68299,0.15947,-0.44495,0.59126
train576,1.9408,-0.26131,2.0532,-0.91712,-0.16387
train577,-0.44256,-0.010298,0.13092,-0.41,-0.17512
train578,0.28637,0.60926,-0.27731,0.07934,-1.765
train579,-2.2201,1.3781,-2.4364,1.9687,0.42396
train580,-0.016007,0.10112,-0.36804,1.2604,-0.24537
train581,0.47188,-0.54039,-0.12978,0.60769,1.0259
train582,0.69943,-0.72459,-0.88091,0.79303,-0.44444
train583,0.28407,2.0471,0.27525,-0.21151,-2.474
train584,-2.9214,-2.0172,0.64062,-1.1242,0.37827
train585,-1.8934,0.32439,-2.7903,-1.7821,0.037758
train586,-2.3298,1.4641,-2.1345,1.743,0.30714
train587,-0.40415,0.86846,0.60933,-0.043734,-0.79347
train588,-2.8246,-0.56095,1.4159,-1.9405,1.4668
train589,0.17779,-0.036319,0.36618,0.47327,0.16267
train590,-1.8989,-1.5683,0.11408,-0.93285,0.26997
train591,-0.39804,-0.2728,-0.12985,0.034209,-0.094788
train592,-0.31831,-0.071193,-0.028373,0.12633,-0.071508
train593,-0.24603,-0.094193,-1.6712,-1.1447,0.045542
train594,-0.68523,0.12169,1.9763,-1.0923,1.9736
train595,-1.8273,1.5191,-2.0223,2.0431,0.33878
train596,0.67106,2.071,0.22492,-0.49096,0.96639
train597,0.15878,-0.23924,3.4945,-1.7958,0.96031
train598,-0.33609,0.013712,-0.30364,0.39746,-0.098847
train599,-0.84735,0.56823,-1.8422,-1.4062,0.23077
train600,0.10181,1.3109,1.6657,0.93452,1.0243
train601,0.86983,2.1309,0.19245,0.22887,0.78996
train602,0.10409,0.17348,0.017601,0.047302,-0.053769
train603,-0.30601,-0.32742,0.013771,-0.10392,-0.0039859
train604,-1.561,0.70902,-1.1431,1.2985,0.012071
train605,0.078815,0.22874,0.18245,-0.12468,-0.16478
train606,-0.42107,0.04811,0.053962,0.036409,0.12503
train607,0.55259,-0.59172,0.24466,0.63665,1.3505
train608,1.4773,1.5027,-1.7455,-1.3457,-0.1156
train609,0.19262,0.67291,0.024583,-0.054061,0.27121
train610,-0.084879,-0.42874,-0.44063,0.10045,0.083751
train611,0.21668,-0.052833,0.41168,-0.16693,0.012183
train612,1.3902,0.046257,-1.4039,-2.1146,0.61797
train613,-3.3124,-2.5703,1.7989,-1.8014,0.28932
train614,-2.162,-1.7473,0.56479,-1.6302,0.47221
train615,-1.6589,1.8372,-1.0829,2.7191,0.019556
train616,-3.257,1.197,-4.0359,0.66843,0.13521
train617,0.144,-0.10673,1.0938,0.25661,0.069894
train618,0.14505,0.38349,-0.67111,-0.55858,-1.7597
train619,-0.93524,-1.606,0.51436,-0.80877,0.0077189
train620,-2.1293,0.71689,-3.8567,-1.032,-0.078011
train621,-0.15516,0.18365,0.054712,-0.05697,-0.024453
train622,0.86476,-0.96367,-0.48508,1.3199,-0.76095
train623,-0.88664,-0.51103,-0.041331,-0.53495,0.15507
train624,-0.88889,0.15797,-1.0409,0.39564,0.16408
train625,-3.0153,-0.93436,1.4546,-2.2894,0.92054
train626,0.91877,-0.59382,-1.2587,-1.0744,0.13393
train627,-1.3377,-0.40776,-0.32627,-0.18549,0.11659
train628,-2.4495,-1.9113,0.34627,-1.2163,0.65759
train629,-2.1878,1.5044,-2.2682,2.1109,-0.051022
train630,-0.16019,1.0942,1.0983,-1.2926,0.35252
train631,1.2255,0.66929,0.37095,-0.044396,-0.58579
train632,-1.3746,0.59194,-1.9115,1.1415,-0.14447
train633,-0.44217,-1.3083,0.65499,-0.5869,-0.39461
train634,0.089996,0.3306,1.1187,2.4118,-0.23611
train635,0.37893,-2.0131,-0.35057,0.51226,-0.90259
train636,-3.0633,-2.773,1.0539,-1.4603,0.81969
train637,-2.0986,-3.8347,1.8214,-1.1516,-0.40956
train638,-1.1581,1.4962,-1.2562,1.7495,-1.1468
train639,0.74949,0.7481,1.8526,1.3985,1.2646
train640,-0.11422,0.90745,0.15093,-0.66752,-2.0763
train641,-1.6908,-2.8032,0.81064,-1.025,-0.19868
train642,-2.602,-3.2673,1.2815,-1.9034,0.32394
train643,0.19466,0.38859,0.092936,0.34563,0.86353
train644,-0.18788,1.0671,0.49588,0.13063,-1.6744
train645,1.3425,-0.91636,-0.62784,1.4853,-1.3046
train646,-0.26412,0.022147,-0.70879,0.39349,-0.35341
train647,1.216,1.4426,-0.83701,0.55864,-0.025645
train648,-2.5672,0.096313,1.4206,-2.0276,1.4843
train649,-0.70556,0.96581,-0.42495,-0.7771,0.59366
train650,-0.27338,2.8903,2.6356,-1.7025,2.3171
train651,0.67986,-0.25411,-0.90957,-0.50102,0.57797
train652,0.54732,1.3148,-0.048051,-0.03336,0.25323
train653,0.16228,-0.20306,-0.56577,-1.2904,-0.023242
train654,-0.5627,0.082845,-1.4512,-0.035699,-0.36313
train655,-2.3122,1.4393,-1.9841,2.3872,0.44676
train656,-2.6966,1.5516,-3.7644,0.70655,-0.2885
train657,-0.67923,-0.87149,0.3465,-1.0306,0.20069
train658,-1.7739,0.57309,-1.2372,1.5684,0.40797
train659,-3.0688,0.19855,1.3727,-1.9447,1.4654
train660,1.1901,-0.77366,-0.89863,1.1801,-0.60154
train661,-0.074537,0.079511,0.024807,0.05887,0.047263
train662,0.46447,0.011935,-0.5034,0.10623,-0.33044
train663,0.40609,0.79783,0.21904,0.95307,-0.84813
train664,-0.13321,-0.10112,-0.021838,-0.073252,0.040813
train665,-1.5083,-0.24014,1.0682,-1.522,1.1218
train666,-1.7971,0.65441,1.0546,-1.1058,1.0453
train667,0.7911,2.14,-3.3161,-0.52313,0.22408
train668,-0.72706,0.048463,-0.35422,0.46784,-0.13701
train669,1.0296,1.7946,0.0018775,-1.8509,0.93306
train670,0.54799,-1.6347,0.647,-2.127,-0.18946
train671,-0.45381,0.19385,-1.1029,-0.24036,0.23461
train672,-3.2664,-2.9391,1.7639,-1.6779,0.041596
train673,-3.5294,-3.208,1.8081,-1.3839,0.23887
train674,1.488,1.2321,-3.0972,-2.0235,0.50752
train675,-1.5695,0.066803,-1.0227,0.49735,0.32057
train676,-2.9712,-0.040609,1.5369,-2.0083,1.6323
train677,-1.3218,1.0541,0.45432,2.2896,0.2501
train678,-2.5065,0.012371,1.0444,-1.632,1.1922
train679,-0.40548,0.09964,0.56709,-0.056149,0.58208
train680,-1.4828,-0.43637,0.14463,-0.57239,0.39695
train681,-2.477,-2.575,1.1979,-1.1427,0.21827
train682,-2.6733,-0.34543,1.1486,-1.785,1.5513
train683,-2.051,-3.4685,1.2224,-0.81516,-0.44867
train684,-0.098762,-0.049543,-0.78099,0.11193,0.57945
train685,1.1079,-0.83337,-0.60034,1.284,-0.29954
train686,-0.066811,0.15446,0.0037721,0.22146,0.0091258
train687,0.16593,0.73672,-1.5413,-0.50637,0.29297
train688,1.4732,1.0866,-1.2312,-1.6585,0.66478
train689,-2.395,0.4137,-2.6239,-0.57114,0.11866
train690,-2.3562,1.5621,-2.0986,2.4504,0.44696
train691,-1.8335,-0.94369,0.38278,-0.92346,0.33569
train692,-0.62143,-0.73421,0.67271,-0.92732,-0.57876
train693,-3.2769,-3.5252,1.5258,-1.358,0.60847
train694,-0.24474,-0.032689,-0.32177,0.10323,0.038108
train695,1.1803,0.43814,-1.7596,-1.3523,-0.89826
train696,-2.2511,0.15713,-0.2089,-0.0033052,0.8852
train697,-0.62315,1.1819,-0.5,0.38642,-0.92796
train698,-1.2991,0.2082,0.6857,-0.74055,0.27369
train699,0.50955,0.64593,-1.6247,-0.45363,0.52887
train700,-0.21272,-0.20775,-0.058631,-0.064811,0.05916
train701,-0.60088,0.03196,-0.49027,0.5865,0.47361
train702,-1.3751,0.58796,-1.0809,-0.37236,0.22121
train703,-0.0047839,-0.24179,0.0070463,-0.060402,0.011162
train704,-0.88518,0.38714,-1.9454,-0.96881,0.86778
train705,0.22104,-0.079065,1.3831,1.6099,0.25524
train706,-0.69924,0.070636,0.65463,-0.65872,-1.3349
train707,-2.7447,0.076588,1.7833,-2.0744,1.7874
train708,-0.36769,-0.27492,0.029143,-0.040283,-0.17796
train709,0.99292,-0.37516,0.098679,0.050828,1.2767
train710,-0.095798,0.73694,-0.15957,-0.115,-1.3316
train711,0.13993,0.23679,-0.23262,0.088399,-0.052163
train712,-0.037404,-0.10341,0.31886,0.47143,-0.21633
train713,-1.2604,-0.2974,-0.31971,-0.12345,0.12964
train714,0.65067,-0.30085,-0.74866,0.75471,-1.7488
train715,0.17602,0.53391,1.2724,2.0241,0.24687
train716,-2.2517,1.5133,-1.992,2.1311,0.37232
train717,-2.7713,0.67665,-4.3334,-0.10708,-0.16294
train718,-0.2157,0.21907,-0.026356,-0.031523,0.042281
train719,-2.8619,0.96076,-3.3335,1.1976,-0.23408
train720,-0.26709,0.84153,0.8445,0.54708,-0.33218
train721,0.001592,-0.17426,-0.37624,-0.10545,-0.28637
train722,1.5405,-0.27327,-0.077619,-0.023409,0.30929
train723,-0.24958,-0.39985,-0.049495,0.097931,0.218
train724,0.30298,-0.42912,0.16974,0.23714,1.304
train725,1.0027,1.3404,-0.8281,-1.6795,0.12472
train726,0.45416,0.26797,-0.35714,-0.12285,-0.31924
train727,0.56202,0.38887,0.17858,1.0231,-1.2882
train728,-0.051772,0.045147,-0.024649,-0.026597,-0.11091
train729,-2.3443,-3.0782,1.4488,-0.7205,-0.036758
train730,-0.21698,-0.17826,-0.14946,0.013663,0.15662
train731,0.35293,-0.034691,0.3643,1.3682,-0.39642
train732,0.52119,1.3465,-0.31743,-0.056457,-0.80533
train733,1.3137,-1.3999,-1.0921,1.592,-1.242
train734,-0.37987,0.18318,-0.72662,-0.095689,-0.1705
train735,0.014571,0.038157,0.33757,0.24496,-0.4008
train736,0.28326,0.25059,0.30348,-0.3625,-0.37721
train737,0.21478,-0.46464,-0.47009,0.29939,1.3555
train738,-1.242,1.1979,-2.5111,1.5065,0.72959
train739,-1.0554,-1.2823,0.62312,-0.92144,-0.39605
train740,0.40475,0.5278,-0.057058,0.38138,-1.051
train741,-0.0013814,0.22943,-0.22551,0.068509,-0.063234
train742,-0.39206,-1.2015,0.43876,-0.38027,0.32584
train743,-0.62927,-0.23245,0.1165,-0.30872,-0.45372
train744,-0.38908,-0.15669,0.19965,-0.038497,-0.49912
train745,-0.02543,-3.0569,-0.19089,0.52507,-0.90939
train746,1.0153,-1.0579,-0.31486,0.61232,1.0442
train747,-0.8345,-0.16707,0.273,-0.52458,-0.40936
train748,-0.25955,1.2888,0.54709,-0.073911,-2.2392
train749,-1.5887,1.1348,-1.2633,0.94368,-0.59859
train750,-0.45861,0.047149,-0.0037713,-0.10837,-0.24489
train751,-0.34717,0.073919,-0.14383,0.09593,0.15696
train752,0.52098,-0.23359,0.82372,1.6378,-0.79145
train753,1.4587,-0.94774,-1.2534,1.5517,-1.2061
train754,-1.9918,0.6555,-1.8648,1.5105,0.47355
train755,-0.92204,-1.1583,0.76492,-0.27777,0.021038
train756,0.4439,3.0628,-0.42341,-0.44894,-0.31726
train757,0.12587,-0.68747,0.5967,-0.007286,-0.40554
train758,-1.0338,-0.2084,0.26955,-0.69279,1.249
train759,0.78643,0.7606,-0.48101,0.36036,-0.25205
train760,0.33346,0.90631,-0.17224,0.29054,0.16075
train761,0.19663,-0.15712,0.035826,-0.039864,0.37415
train762,0.12586,3.1638,0.19742,-0.96298,-1.5024
train763,-0.73954,-1.0893,0.16023,-0.25052,0.51142
train764,-3.6013,-2.3235,1.9219,-1.6407,0.78892
train765,-2.184,-3.9694,1.3712,-0.79294,-0.47825
train766,-0.70357,0.26184,-0.4815,0.48872,0.083382
train767,2.3266,1.5965,-1.4314,0.33756,0.13774
train768,1.072,-1.5411,-1.032,0.94426,-0.90198
train769,-2.1063,0.25836,-0.69781,0.7458,0.72189
train770,0.35687,0.27727,0.12471,0.57055,-0.047522
train771,0.23343,-0.24616,0.7316,0.45397,-8.09E-05
train772,1.2958,0.18627,-0.6695,1.1715,-0.47558
train773,1.0516,0.54411,1.0786,0.22433,-2.0119
train774,1.3793,-1.0281,-0.86138,1.4563,-1.0008
train775,0.64672,-0.38508,-0.43716,0.58793,-1.247
train776,1.468,-1.0117,-1.1632,0.75339,-0.69002
train777,0.62123,-0.57747,-0.52443,0.35998,-0.49631
train778,-0.3949,0.00018361,-0.058615,0.093476,0.076624
train779,0.73178,-0.1894,-1.2159,-2.4921,-0.13866
train780,-0.15909,-0.26494,0.17066,0.36572,-0.48764
train781,-2.6818,-3.6764,1.3553,-1.4657,0.091101
train782,-0.25845,0.015489,-0.17189,0.1745,0.3448
train783,-2.3865,1.2636,-2.6738,1.9701,0.21695
train784,1.7798,2.5974,0.88717,-0.50238,0.8254
train785,0.21542,0.61846,-0.052319,-0.059732,0.069425
train786,-0.37525,-0.081532,0.2246,-0.25215,0.10851
train787,0.43414,-0.57568,-0.96011,-1.6017,0.61178
train788,-0.22063,0.6733,0.11279,-0.018193,-0.92174
train789,-2.2831,0.57415,-1.4172,1.2975,0.27106
train790,-2.8891,0.87527,-3.7132,0.23822,0.40792
train791,0.46077,1.578,0.12061,-0.47718,0.99422
train792,-0.35739,0.0020151,-0.045296,0.027139,0.30073
train793,-2.7532,-3.3378,1.5571,-1.5258,0.10964
train794,-0.084723,0.89868,0.043117,-0.0017503,0.89902
train795,-0.66023,-0.16663,0.035482,-0.17873,0.21281
train796,-0.42255,-0.19251,-0.5977,0.66,0.048161
train797,0.68172,-0.85804,-0.64997,-0.28537,0.79384
train798,-1.1543,1.4767,-1.7659,1.9087,-0.2114
train799,0.38726,0.44039,-0.13746,-0.24461,0.40986
train800,1.672,2.5246,-0.64585,0.39787,0.34801
train801,-3.1848,1.0614,-3.9368,0.96456,0.017935
train802,1.0275,-0.041099,-0.68259,0.8929,-0.67103
train803,0.13863,-0.42569,-0.50767,-0.013566,0.19104
train804,1.4246,1.7271,1.3938,-1.3138,-0.80716
train805,1.6346,0.78427,-3.0433,-3.3671,0.28813
train806,1.3751,2.6745,-0.56064,-1.9402,-0.69658
train807,-2.6128,1.5606,-2.6316,2.0776,0.46802
train808,0.36456,1.3113,0.077462,-0.18825,0.35637
train809,-1.37,1.4532,-5.2872,-2.0874,-0.10619
train810,0.26727,0.012937,-1.0871,-0.60315,0.095687
train811,2.1829,-0.11996,-1.0782,1.4051,-0.73259
train812,0.65013,1.3516,1.176,-0.48379,2.2362
train813,0.10395,0.031424,0.1682,0.15229,-0.21561
train814,1.8033,-1.0503,-0.89256,1.4797,-1.0476
train815,-0.64179,0.049071,-0.61641,0.78128,0.53256
train816,-1.1169,-0.2859,-0.37493,-0.13004,0.14923
train817,-2.3655,1.2869,-1.6751,2.5943,0.41526
train818,1.7171,-1.3622,-1.3552,0.032836,-0.91915
train819,-1.3057,-0.3797,-0.30812,-0.17687,0.11223
train820,-2.0147,-2.4767,0.67123,-0.99562,0.033652
train821,-1.4534,-1.9792,0.73701,-0.36895,-0.037496
train822,1.1805,1.2056,-0.77688,0.58271,-0.16525
train823,0.46554,0.026882,0.83197,0.86002,-0.20854
train824,-2.8087,-0.00801,1.5446,-2.0047,1.5108
train825,1.2185,3.1591,-0.36915,-0.25925,0.86216
train826,0.051589,-0.20189,-0.25607,-0.42151,-0.036902
train827,0.28621,1.3406,0.43881,-0.014335,-1.8792
train828,0.8794,-0.49018,-0.021423,0.34161,0.37891
train829,-2.959,1.1037,-4.349,-0.52775,0.017907
train830,0.56433,0.022881,1.3567,2.821,-1.2938
train831,-0.59365,0.80587,1.3103,2.5995,0.17468
train832,-3.193,-0.12479,1.5734,-2.041,1.6287
train833,-2.8033,-3.3367,1.4118,-1.8594,0.27495
train834,-2.7849,-3.2539,1.4589,-0.9226,0.055243
train835,3.0414,1.1413,-0.98027,0.91806,-0.20578
train836,0.95163,-0.16989,-0.89173,-0.16414,-0.31702
train837,0.18239,-0.3166,0.3775,1.1593,-0.34707
train838,-1.1309,0.29019,-2.3456,-1.2465,0.4745
train839,-0.19138,0.044456,-0.13675,0.57146,0.42595
train840,0.19986,0.88317,0.44552,-0.45854,0.89976
train841,-0.64481,-0.50741,-1.2288,-0.45652,-0.3594
train842,-1.8542,0.73965,-1.5129,1.9986,0.71879
train843,-0.61205,-0.059813,-0.69844,0.44676,0.53841
train844,-0.2642,0.32857,0.81957,-0.29982,-0.3923
train845,2.4023,-0.12968,1.1017,-0.95665,0.47198
train846,-0.040232,-0.17248,-0.10943,1.1965,-0.32578
train847,-0.23231,0.22223,0.24885,0.06932,-0.25761
train848,0.040597,-0.046542,0.17337,-0.0027096,0.27962
train849,0.33673,-0.27816,-0.18719,0.89832,-0.45584
train850,0.81177,-0.25785,-2.9318,-2.9124,0.30973
train851,-0.11972,-0.053069,0.10053,0.010784,0.058783
train852,-0.42168,0.93607,2.2308,3.1219,0.016713
train853,-1.9554,0.85861,-1.5681,1.9661,0.27757
train854,-1.6499,0.28741,-0.85221,1.1331,0.40134
train855,0.13227,0.056256,0.15027,0.075117,-0.0053601
train856,0.38674,0.066531,0.16239,-0.22325,0.16056
train857,1.0752,-0.36478,0.1186,-0.22083,0.057984
train858,0.89428,-0.15995,-0.46661,1.311,0.34617
train859,0.68897,0.66421,-0.58584,-0.44149,0.25009
train860,-3.3076,-1.8979,1.5881,-1.6109,1.2501
train861,-1.3339,-0.40687,-0.32546,-0.18509,0.11775
train862,0.023325,1.0151,1.913,-1.7881,0.33167
train863,0.078123,-0.50504,0.17782,0.45744,1.1586
train864,1.052,-0.31699,0.46466,-0.53524,-0.26346
train865,-2.6522,-2.4795,1.3431,-1.1239,1.069
train866,-0.30602,0.42477,-0.12396,-0.055117,-0.63032
train867,-1.0391,-1.6371,0.87964,-0.011009,0.27927
train868,-0.25069,-0.10462,-0.20457,0.11541,-0.089691
train869,0.27048,0.15566,0.30823,0.99835,-0.83009
train870,-2.5323,-3.6365,1.133,-0.88063,-0.29469
train871,-2.4601,-1.0252,0.43157,-1.0318,0.67034
train872,-0.35005,-0.19657,-0.086501,0.047964,-0.1056
train873,0.30125,-0.30307,-0.30566,0.24266,1.1956
train874,-0.95253,-0.059697,-0.082279,-0.080224,0.057045
train875,-0.30001,-0.061422,-0.26638,0.054669,-0.13823
train876,2.2696,-0.90278,-1.0216,0.92547,-0.78207
train877,0.31223,1.3603,0.07073,-0.45842,-1.936
train878,-0.55672,0.052824,0.48846,0.94011,0.14774
train879,-2.8748,1.2554,-3.5711,1.2758,0.1436
train880,0.71238,0.43073,-0.0052689,0.091769,-0.43856
train881,0.090988,0.17683,0.36933,-0.4988,-0.19134
train882,-0.44339,0.041772,-0.33143,0.31064,-0.040954
train883,-0.22031,1.3275,1.5939,1.6306,-0.34888
train884,-0.86775,0.43884,-0.891,0.97141,0.037309
train885,-1.9287,-3.2984,0.98413,-0.85583,-0.40684
train886,0.17044,0.22787,-0.091015,0.023863,-0.00043458
train887,-0.44375,-3.4358,0.038739,0.52145,-1.0866
train888,1.4282,0.26686,0.068875,-1.0743,0.13206
train889,0.67656,-0.005347,-0.61537,0.5559,-0.024711
train890,-0.28863,0.027153,-0.15363,0.083049,-0.156
train891,0.44964,-0.3021,-0.07092,-0.017276,-0.22801
train892,-0.92795,0.14808,0.57459,-0.2555,0.33234
train893,-1.0651,-0.36113,-0.25595,-0.19369,-0.041767
train894,-0.58606,1.9184,0.41081,-0.69845,1.2266
train895,0.0045746,0.76308,-0.45143,0.1803,-0.52116
train896,-2.7024,-2.6603,1.7625,-1.4591,-0.44381
train897,0.50732,-0.043003,-1.9052,-1.1077,0.44599
train898,-0.28402,0.24497,0.50282,1.1424,0.81713
train899,0.052962,0.041348,0.70356,0.52262,-0.29442
