SampleID,Auto 20 10 1,Auto 20 10 2,Auto 20 10 3,Auto 20 10 4,Auto 20 10 5,Auto 20 10 6,Auto 20 10 7,Auto 20 10 8,Auto 20 10 9,Auto 20 10 10
train240,-1.8768,-2.8267,2.618,-1.2214,-2.897,3.6292,0.36296,1.8557,-0.54633,-0.84644
train241,-2.4536,-2.5592,1.9733,-1.1392,-2.3703,3.4666,0.37314,1.9322,-0.2223,-1.4794
train242,-1.8414,-2.7962,2.6863,-1.2527,-3.0124,3.6772,0.40006,1.8129,-0.58555,-0.70718
train243,-1.8559,-2.8636,2.6957,-1.2647,-2.7766,3.5857,0.33959,1.8643,-0.55133,-1.0062
train244,-1.888,-2.7885,2.5724,-1.2582,-3.0336,3.6399,0.41579,1.7775,-0.55154,-0.66876
train245,-1.9212,-2.7846,2.5449,-1.2496,-2.9235,3.5776,0.39974,1.8077,-0.49488,-0.79544
train246,-2.5191,-2.4778,1.8711,-1.0911,-2.4184,3.503,0.40515,1.9113,-0.18026,-1.3936
train247,-1.9688,-2.7231,2.4452,-1.1929,-3.0153,3.6233,0.44394,1.7673,-0.47359,-0.66835
train248,-2.0154,-2.7656,2.5371,-1.247,-2.5048,3.5221,0.30373,1.9261,-0.42653,-1.3193
train249,-1.8606,-2.8217,2.6791,-1.2631,-3.0026,3.676,0.39456,1.8371,-0.60243,-0.72116
train250,-1.885,-2.8402,2.6419,-1.2757,-3.0166,3.5826,0.42172,1.8034,-0.56814,-0.71501
train251,-2.1112,-2.6394,2.4059,-1.1696,-2.7131,3.5982,0.38424,1.9409,-0.46979,-1.0737
train252,-2.0536,-2.6911,2.4601,-1.2357,-2.6933,3.4761,0.40861,1.8925,-0.46722,-1.0887
train253,-1.8341,-2.8775,2.6935,-1.252,-2.8804,3.5444,0.36701,1.8415,-0.5324,-0.8719
train254,-1.9989,-2.7486,2.4743,-1.235,-2.8819,3.6013,0.39571,1.8243,-0.4734,-0.84965
train255,-1.998,-2.8362,2.5008,-1.2609,-2.8342,3.6208,0.35253,1.8555,-0.50123,-0.93732
train256,-1.973,-2.7594,2.5396,-1.2281,-2.859,3.6544,0.36423,1.8689,-0.53866,-0.90042
train257,-2.0359,-2.8399,2.4627,-1.2882,-2.8766,3.5941,0.38508,1.834,-0.51398,-0.88388
train258,-2.579,-2.2806,1.6331,-0.89078,-2.9443,3.6928,0.59141,1.733,-0.18911,-0.70513
train259,-2.2403,-2.6562,2.2571,-1.1952,-2.4056,3.4724,0.32691,1.9621,-0.32125,-1.4356
train260,-1.7776,-2.8749,2.6953,-1.3173,-3.0294,3.679,0.36286,1.7665,-0.58495,-0.67344
train261,-2.0969,-2.5749,2.1747,-1.1,-3.2645,3.6521,0.56972,1.7013,-0.48123,-0.33894
train262,-1.7884,-2.9098,2.6946,-1.2967,-3.013,3.6297,0.35869,1.8085,-0.58308,-0.70181
train263,-1.802,-2.8618,2.6918,-1.2799,-2.933,3.6068,0.36958,1.8271,-0.59332,-0.80865
train264,-1.7113,-2.879,2.7859,-1.3078,-3.0528,3.5861,0.42788,1.7541,-0.64251,-0.65804
train265,-2.164,-2.5943,2.0929,-1.0714,-3.1549,3.7013,0.4909,1.7514,-0.44085,-0.48975
train266,-1.9546,-2.812,2.5566,-1.2539,-2.683,3.5024,0.35217,1.8784,-0.47079,-1.1051
train267,-2.4129,-2.6117,2.0752,-1.1813,-2.1699,3.4226,0.30676,2.0189,-0.22804,-1.7107
train268,-1.8938,-2.8732,2.6035,-1.287,-2.7561,3.5187,0.34431,1.8292,-0.45878,-0.99497
train269,-1.9759,-2.7131,2.4041,-1.1955,-3.0603,3.6118,0.4583,1.781,-0.51283,-0.61456
train270,-1.7516,-2.874,2.7502,-1.313,-2.9438,3.6047,0.37895,1.7931,-0.62216,-0.7965
train271,-1.8077,-2.8309,2.6976,-1.2606,-2.9647,3.5838,0.40701,1.8152,-0.59876,-0.76652
train272,-1.8645,-2.8267,2.6143,-1.2997,-2.9915,3.6144,0.4071,1.8055,-0.59985,-0.73654
train273,-1.9965,-2.7075,2.5105,-1.1952,-2.8645,3.6473,0.39469,1.8689,-0.5159,-0.87606
train274,-2.4081,-2.4952,2.0267,-1.1006,-2.5814,3.5937,0.41771,1.9204,-0.3107,-1.2115
train275,-1.7976,-2.8092,2.7315,-1.257,-2.9151,3.6135,0.39547,1.8124,-0.57969,-0.82695
train276,-1.9565,-2.7256,2.5699,-1.2026,-2.8671,3.648,0.39556,1.867,-0.53468,-0.8867
train277,-1.8627,-2.8679,2.739,-1.2722,-2.5991,3.4241,0.3361,1.8963,-0.48194,-1.2168
train278,-1.9982,-2.6687,2.5223,-1.1722,-2.8117,3.5983,0.43981,1.8362,-0.49245,-0.94416
train279,-1.9699,-2.7548,2.5057,-1.2305,-2.9295,3.6721,0.39105,1.8391,-0.55242,-0.79623
train280,-1.7976,-2.9044,2.739,-1.3321,-2.9613,3.582,0.38685,1.8236,-0.65178,-0.78775
train281,-2.2735,-2.4716,2.0193,-1.0327,-3.0489,3.676,0.52234,1.7621,-0.352,-0.58262
train282,-2.2375,-2.6019,2.2312,-1.1666,-2.6012,3.52,0.39347,1.8725,-0.31628,-1.1852
train283,-1.8441,-2.9764,2.6594,-1.3211,-2.9132,3.5883,0.31952,1.8504,-0.57536,-0.851
train284,-2.687,-2.3098,1.5902,-0.98227,-2.5132,3.504,0.49381,1.842,-0.10092,-1.2636
train285,-1.8611,-2.7995,2.6568,-1.2484,-2.8869,3.5522,0.40406,1.8206,-0.53185,-0.85544
train286,-1.9831,-2.7243,2.308,-1.2169,-3.2659,3.6743,0.4845,1.7423,-0.58585,-0.34636
train287,-2.2866,-2.5555,2.1751,-1.1169,-2.8151,3.5408,0.50092,1.8228,-0.35433,-0.92867
train288,-2.2359,-2.5802,2.1646,-1.139,-2.9015,3.6357,0.46616,1.8526,-0.4096,-0.80375
train289,-1.8561,-2.796,2.6962,-1.2568,-2.8178,3.5642,0.38007,1.8504,-0.53902,-0.94503
train290,-1.8795,-2.8184,2.599,-1.2673,-2.92,3.5569,0.40115,1.8083,-0.53164,-0.80976
train291,-1.7945,-2.8555,2.7313,-1.254,-2.9214,3.6267,0.37157,1.8319,-0.58684,-0.82569
train292,-1.7562,-2.8719,2.7647,-1.2667,-2.9333,3.5451,0.38566,1.8069,-0.55345,-0.79757
train293,-1.8406,-2.8896,2.7331,-1.2765,-2.7514,3.4981,0.35499,1.8744,-0.54165,-1.0395
train294,-2.516,-2.3815,1.7243,-0.95788,-2.9518,3.6927,0.53819,1.7653,-0.24067,-0.71005
train295,-1.675,-2.9355,2.8298,-1.3504,-3.0413,3.5904,0.40215,1.756,-0.66664,-0.67227
train296,-1.7881,-2.8975,2.7283,-1.3194,-2.9592,3.5649,0.386,1.8165,-0.63226,-0.78791
train297,-1.839,-2.8247,2.6828,-1.2627,-2.9234,3.5721,0.39788,1.8217,-0.56079,-0.8165
train298,-1.8973,-2.7792,2.6223,-1.2337,-2.9003,3.6068,0.40294,1.8164,-0.52479,-0.8376
train299,-2.341,-2.5621,2.1384,-1.1448,-2.3426,3.4632,0.34977,1.9645,-0.25743,-1.4975
train300,-1.8297,-2.8723,2.6751,-1.3017,-2.9326,3.5917,0.38327,1.8232,-0.59183,-0.80369
train301,-1.8938,-2.8255,2.613,-1.2933,-2.8904,3.5649,0.38193,1.8276,-0.55357,-0.86706
train302,-1.6595,-2.9502,2.8388,-1.3565,-3.0673,3.5676,0.40801,1.7502,-0.67657,-0.63859
train303,-1.8831,-2.7916,2.6589,-1.2284,-2.8825,3.5448,0.41154,1.8344,-0.52104,-0.86076
train304,-1.8571,-2.8179,2.644,-1.2722,-2.9675,3.6088,0.40126,1.8014,-0.55757,-0.75142
train305,-2.503,-2.5111,1.8597,-1.0725,-2.6362,3.5565,0.44403,1.8613,-0.23104,-1.1368
train306,-2.0476,-2.6048,2.2429,-1.1547,-3.1923,3.6139,0.55395,1.6991,-0.49709,-0.42527
train307,-1.8463,-2.8385,2.7461,-1.24,-2.795,3.5282,0.39296,1.8652,-0.55044,-0.96875
train308,-2.0313,-2.7193,2.4364,-1.1597,-2.8549,3.6439,0.3838,1.8996,-0.46622,-0.85745
train309,-1.7348,-2.8866,2.7673,-1.317,-3.0358,3.5777,0.41054,1.7647,-0.63563,-0.69693
train310,-1.8021,-2.8823,2.6948,-1.3279,-2.8952,3.5622,0.36655,1.8177,-0.5972,-0.8664
train311,-2.0706,-2.8333,2.49,-1.2695,-2.4743,3.4789,0.28272,1.9406,-0.41619,-1.3956
train312,-1.9214,-2.8144,2.578,-1.254,-2.8769,3.5799,0.3985,1.8111,-0.48355,-0.83198
train313,-2.2035,-2.6369,2.2805,-1.1765,-2.7932,3.5415,0.44489,1.8493,-0.40445,-0.97594
train314,-1.8056,-2.8302,2.6838,-1.2786,-2.97,3.5868,0.40117,1.8104,-0.60984,-0.77762
train315,-2.1915,-2.5683,2.22,-1.1632,-2.8882,3.5924,0.49585,1.8026,-0.42496,-0.83695
train316,-1.7752,-2.8425,2.714,-1.2681,-3.0102,3.6007,0.40203,1.7702,-0.56809,-0.69908
train317,-1.9348,-2.7949,2.6001,-1.2457,-2.6983,3.6079,0.33309,1.8807,-0.52358,-1.1057
train318,-1.8481,-2.8275,2.6181,-1.2807,-2.9951,3.5925,0.40365,1.7933,-0.56917,-0.72066
train319,-2.4304,-2.4988,1.9065,-1.1205,-2.501,3.506,0.40174,1.8906,-0.24277,-1.314
train320,-1.9148,-2.8095,2.5882,-1.2507,-2.8814,3.5789,0.38836,1.8312,-0.51823,-0.86826
train321,-2.2281,-2.5811,2.2129,-1.1222,-2.636,3.5761,0.39277,1.9018,-0.35691,-1.1307
train322,-2.1545,-2.5938,2.2057,-1.1116,-3.0244,3.6048,0.5068,1.7742,-0.40322,-0.64223
train323,-1.8645,-2.8512,2.6457,-1.286,-2.8944,3.5794,0.36797,1.8209,-0.55133,-0.86306
train324,-1.9053,-2.7574,2.5467,-1.2507,-3.1085,3.6432,0.45678,1.7625,-0.57536,-0.57275
train325,-2.2263,-2.5229,2.1282,-1.0285,-2.9827,3.6755,0.50361,1.7742,-0.34856,-0.68593
train326,-1.7616,-2.9274,2.7848,-1.3219,-2.85,3.5418,0.35889,1.8156,-0.57898,-0.89947
train327,-1.9102,-2.8468,2.6662,-1.2943,-2.6806,3.5016,0.33468,1.8922,-0.50941,-1.1223
train328,-1.8955,-2.8342,2.6347,-1.2742,-2.8339,3.554,0.36676,1.8697,-0.56203,-0.94888
train329,-1.8426,-2.8517,2.5309,-1.2155,-3.1414,3.6964,0.4053,1.7931,-0.59133,-0.51853
train330,-2.3845,-2.5062,2.0024,-1.0862,-2.5559,3.5707,0.38482,1.9334,-0.25136,-1.2064
train331,-1.945,-2.7645,2.5465,-1.2371,-2.8925,3.5915,0.40041,1.8271,-0.50151,-0.84023
train332,-2.3003,-2.4802,2.0367,-1.0605,-2.9517,3.6211,0.53195,1.7806,-0.34776,-0.72231
train333,-2.4969,-2.4348,1.8704,-1.0463,-2.5223,3.4835,0.46568,1.868,-0.17366,-1.265
train334,-1.9168,-2.7686,2.5933,-1.2243,-2.8714,3.6097,0.39227,1.8365,-0.51897,-0.87521
train335,-1.8831,-2.8238,2.6553,-1.2454,-2.8888,3.5926,0.38205,1.8479,-0.53694,-0.85907
train336,-2.1823,-2.6893,2.2917,-1.1819,-2.6864,3.5723,0.39058,1.8614,-0.40517,-1.1182
train337,-1.8386,-2.8786,2.6936,-1.2574,-2.7841,3.4906,0.33764,1.8619,-0.47031,-0.97489
train338,-1.8075,-2.8882,2.6839,-1.2853,-2.9151,3.6032,0.35347,1.839,-0.58984,-0.83337
train339,-2.4503,-2.4045,1.9081,-1.0528,-2.5854,3.5454,0.46059,1.8801,-0.25988,-1.1823
train340,-1.7553,-2.9064,2.732,-1.319,-3.0304,3.6364,0.36923,1.8004,-0.63644,-0.6818
train341,-2.0959,-2.6357,2.1398,-1.114,-3.2667,3.6893,0.52217,1.7144,-0.48275,-0.3307
train342,-1.9544,-2.7499,2.4333,-1.2344,-3.1034,3.7377,0.43416,1.7929,-0.59718,-0.56455
train343,-1.7921,-2.8903,2.7424,-1.3079,-2.9389,3.5774,0.38477,1.8289,-0.64176,-0.81585
train344,-2.296,-2.4931,1.965,-1.0525,-3.0933,3.7146,0.53315,1.7225,-0.34486,-0.53717
train345,-1.9092,-2.8104,2.6483,-1.2199,-2.799,3.5638,0.38084,1.8776,-0.53858,-0.97965
train346,-1.9582,-2.787,2.5403,-1.2322,-2.8214,3.6063,0.37764,1.8621,-0.52339,-0.94169
train347,-1.8328,-2.8128,2.7324,-1.2032,-2.8374,3.5595,0.38387,1.8465,-0.51446,-0.91868
train348,-2.3065,-2.681,2.2614,-1.2081,-2.1968,3.4226,0.29209,1.9931,-0.27166,-1.7089
train349,-1.8453,-2.7534,2.635,-1.2149,-3.0632,3.6064,0.46004,1.7715,-0.57443,-0.62853
train350,-2.1619,-2.6867,2.3675,-1.216,-2.4828,3.4976,0.33353,1.9651,-0.393,-1.3448
train351,-1.8237,-2.8733,2.6882,-1.3028,-2.9275,3.5814,0.37938,1.8117,-0.58533,-0.82014
train352,-1.8908,-2.7676,2.5832,-1.2612,-2.9507,3.6037,0.41502,1.7982,-0.55285,-0.77584
train353,-2.0011,-2.7527,2.468,-1.2231,-2.9248,3.6004,0.39074,1.8452,-0.48781,-0.80126
train354,-1.8886,-2.779,2.5349,-1.2279,-3.0843,3.7016,0.42945,1.7798,-0.59395,-0.59731
train355,-1.9155,-2.7908,2.5572,-1.2459,-2.9869,3.6348,0.40441,1.806,-0.53711,-0.72646
train356,-1.9028,-2.7915,2.5743,-1.2485,-2.9328,3.597,0.39725,1.8173,-0.52759,-0.79297
train357,-1.6873,-2.939,2.8376,-1.3373,-2.9371,3.5278,0.37587,1.7999,-0.64116,-0.82727
train358,-1.8154,-2.9837,2.7132,-1.3383,-2.8101,3.5735,0.29009,1.8818,-0.59627,-0.97767
train359,-1.9424,-2.7649,2.537,-1.234,-2.9138,3.5909,0.40502,1.8153,-0.49419,-0.80971
train360,-2.343,-2.5468,1.9569,-1.0704,-2.9181,3.6834,0.46612,1.791,-0.33567,-0.78069
train361,-1.8871,-2.7558,2.5597,-1.2205,-3.0223,3.6316,0.43345,1.7761,-0.53891,-0.67046
train362,-1.9332,-2.7959,2.5427,-1.26,-2.9503,3.6507,0.39706,1.7956,-0.52311,-0.76677
train363,-1.9499,-2.8769,2.6819,-1.2812,-2.393,3.3702,0.29156,1.9439,-0.42036,-1.4612
train364,-1.7875,-2.9086,2.7292,-1.271,-2.9366,3.5617,0.36351,1.8318,-0.57337,-0.81138
train365,-1.9276,-2.8032,2.5915,-1.2143,-2.9071,3.625,0.39064,1.8378,-0.50675,-0.82463
train366,-1.8176,-2.772,2.7002,-1.2316,-2.9033,3.632,0.40529,1.8081,-0.56843,-0.83324
train367,-1.8151,-2.9162,2.7397,-1.2503,-2.8536,3.6057,0.32747,1.8665,-0.55804,-0.91116
train368,-1.9323,-2.6954,2.3665,-1.1881,-3.3254,3.588,0.55098,1.6666,-0.56706,-0.27365
train369,-2.066,-2.6848,2.3349,-1.1668,-2.9108,3.6081,0.42587,1.7966,-0.39534,-0.78525
train370,-1.9315,-2.7723,2.589,-1.2238,-2.8675,3.5996,0.39117,1.8405,-0.49824,-0.87892
train371,-1.8924,-2.7878,2.5891,-1.2488,-2.9202,3.5801,0.39466,1.8123,-0.51181,-0.80812
train372,-1.8941,-2.8039,2.5805,-1.2575,-2.9183,3.5766,0.39204,1.8167,-0.5258,-0.81516
train373,-1.9488,-2.8052,2.5131,-1.2386,-2.9278,3.6161,0.38772,1.8402,-0.53956,-0.81159
train374,-1.9268,-2.7879,2.567,-1.2381,-2.9223,3.6144,0.39507,1.8258,-0.52112,-0.80917
train375,-1.7721,-2.8336,2.693,-1.2804,-3.0484,3.5855,0.42469,1.7722,-0.61538,-0.66108
train376,-2.341,-2.4532,1.9819,-1.0549,-2.6847,3.5174,0.45506,1.8515,-0.23476,-1.0457
train377,-1.9873,-2.692,2.4867,-1.1854,-2.9321,3.6505,0.4217,1.8363,-0.51069,-0.78291
train378,-2.0583,-2.6354,2.4197,-1.1701,-2.9709,3.7458,0.42202,1.8592,-0.51827,-0.73765
train379,-2.4547,-2.4002,1.8288,-0.99533,-2.8908,3.6502,0.5422,1.7424,-0.25213,-0.79457
train380,-1.8012,-2.8288,2.665,-1.2843,-3.0074,3.5954,0.41876,1.769,-0.58319,-0.70167
train381,-1.9528,-2.6904,2.4152,-1.2037,-3.1535,3.6402,0.49924,1.7439,-0.56256,-0.50673
train382,-1.8476,-2.8216,2.6186,-1.2367,-2.9839,3.5889,0.4089,1.8033,-0.56368,-0.72939
train383,-2.1708,-2.6771,2.3139,-1.1811,-2.7127,3.6039,0.37982,1.8906,-0.42075,-1.0758
train384,-1.7686,-2.8245,2.708,-1.2794,-3.0407,3.5956,0.42636,1.775,-0.62566,-0.68549
train385,-2.2021,-2.5583,2.1821,-1.0971,-2.8914,3.6746,0.44143,1.8277,-0.37321,-0.80999
train386,-2.0611,-2.6621,2.3657,-1.1438,-2.8207,3.5824,0.42235,1.857,-0.45519,-0.91515
train387,-1.9366,-2.7749,2.5705,-1.2432,-2.8598,3.6753,0.3602,1.869,-0.54307,-0.87093
train388,-1.8886,-2.8886,2.6947,-1.2919,-2.6041,3.5428,0.30187,1.9093,-0.5328,-1.2234
train389,-2.1686,-2.5146,2.2321,-1.0524,-2.9696,3.7714,0.47606,1.7953,-0.41473,-0.7012
train390,-1.8211,-2.8236,2.6892,-1.2774,-2.864,3.5929,0.36729,1.8251,-0.56853,-0.89229
train391,-1.7942,-2.813,2.7365,-1.2554,-2.9208,3.6133,0.39648,1.8189,-0.59283,-0.82619
train392,-1.8092,-2.8404,2.6825,-1.2889,-2.9633,3.5864,0.40109,1.8177,-0.62245,-0.7887
train393,-1.8764,-2.8303,2.627,-1.2553,-2.9309,3.5851,0.39401,1.8305,-0.56018,-0.81206
train394,-1.8475,-2.8573,2.6528,-1.2846,-2.9191,3.6024,0.38118,1.8204,-0.58305,-0.83147
train395,-1.9295,-2.7584,2.5793,-1.2195,-2.9192,3.6108,0.41015,1.8283,-0.52059,-0.82216
train396,-1.8378,-2.8344,2.6704,-1.2709,-2.9468,3.5903,0.39513,1.8194,-0.58678,-0.78953
train397,-2.0786,-2.7182,2.3649,-1.2012,-2.8121,3.6228,0.37824,1.868,-0.43888,-0.93475
train398,-2.4584,-2.515,1.9442,-1.1004,-2.5866,3.6116,0.40721,1.9222,-0.30136,-1.2276
train399,-2.1421,-2.5853,2.183,-1.1083,-3.083,3.5986,0.51029,1.7566,-0.42263,-0.57703
train400,-1.8084,-2.8692,2.6751,-1.3035,-2.9742,3.574,0.39593,1.7931,-0.58773,-0.75609
train401,-1.9615,-2.7188,2.4917,-1.1769,-2.9585,3.5988,0.4757,1.7854,-0.51541,-0.74783
train402,-2.2144,-2.5319,2.1545,-1.0818,-3.005,3.717,0.47006,1.8242,-0.40106,-0.65956
train403,-1.8553,-2.8605,2.6463,-1.2525,-2.8969,3.5695,0.36609,1.8442,-0.54281,-0.85292
train404,-2.04,-2.709,2.3781,-1.1708,-3.0076,3.7478,0.40524,1.8375,-0.5361,-0.69761
train405,-1.8862,-2.847,2.6348,-1.2831,-2.9269,3.6113,0.37293,1.8498,-0.58063,-0.82467
train406,-1.8265,-2.8356,2.7269,-1.2235,-2.8303,3.5309,0.37005,1.8588,-0.52847,-0.9567
train407,-1.8947,-2.9074,2.7264,-1.278,-2.4879,3.4666,0.26445,1.9579,-0.49939,-1.3844
train408,-1.8578,-2.7159,2.5055,-1.2169,-3.2338,3.5873,0.52385,1.7063,-0.59462,-0.39135
train409,-1.9836,-2.8081,2.5763,-1.2687,-2.5667,3.4769,0.31288,1.924,-0.44115,-1.2492
train410,-2.0114,-2.7156,2.3329,-1.2022,-3.1518,3.7318,0.462,1.7645,-0.55819,-0.49319
train411,-1.994,-2.7653,2.5613,-1.1966,-2.6557,3.5383,0.34588,1.921,-0.4553,-1.1356
train412,-1.8462,-2.9165,2.7726,-1.3359,-2.6985,3.4945,0.33353,1.8715,-0.56522,-1.1224
train413,-1.7927,-2.8742,2.7184,-1.2803,-2.9481,3.5928,0.37705,1.8281,-0.59434,-0.79363
train414,-2.2286,-2.6419,2.3218,-1.1955,-2.4213,3.486,0.33886,1.9734,-0.35734,-1.4267
train415,-1.8304,-2.8566,2.6575,-1.2906,-2.9375,3.5682,0.38169,1.8147,-0.57331,-0.7974
train416,-1.9308,-2.9102,2.638,-1.322,-2.7075,3.5694,0.29415,1.9041,-0.5458,-1.1256
train417,-1.8781,-2.7653,2.6078,-1.24,-2.926,3.5829,0.41494,1.7963,-0.52328,-0.79567
train418,-1.899,-2.812,2.6001,-1.2645,-2.9279,3.6143,0.38918,1.8284,-0.55513,-0.8107
train419,-1.8285,-2.833,2.6598,-1.2769,-2.908,3.6444,0.35377,1.8074,-0.5313,-0.81834
train420,-2.408,-2.461,1.9271,-1.0889,-2.6216,3.5931,0.41972,1.8892,-0.26859,-1.1175
train421,-2.5208,-2.3474,1.7483,-0.98123,-2.8627,3.6057,0.56219,1.7654,-0.21521,-0.81435
train422,-1.9609,-2.7335,2.3987,-1.2422,-3.0763,3.6044,0.46658,1.743,-0.51652,-0.58443
train423,-1.8391,-2.8657,2.6754,-1.2555,-2.9034,3.5402,0.37811,1.8316,-0.52961,-0.8407
train424,-1.8934,-2.7751,2.6644,-1.2747,-2.8879,3.6513,0.37535,1.8691,-0.59771,-0.87392
train425,-1.9102,-2.7712,2.4708,-1.2309,-3.1242,3.7159,0.43808,1.7712,-0.59991,-0.53197
train426,-2.0108,-2.7325,2.4408,-1.1981,-2.9622,3.6506,0.40308,1.8477,-0.49194,-0.74314
train427,-1.8343,-2.799,2.6217,-1.2329,-3.0011,3.5856,0.41473,1.7893,-0.55869,-0.71062
train428,-2.0592,-2.66,2.3815,-1.1809,-2.9165,3.5974,0.44935,1.8145,-0.45685,-0.80184
train429,-1.7318,-2.8932,2.7729,-1.3226,-3.0149,3.5797,0.40182,1.7691,-0.63326,-0.71804
train430,-2.2737,-2.7467,2.2997,-1.2353,-2.1919,3.4129,0.27171,2.008,-0.29354,-1.7218
train431,-2.0958,-2.7848,2.5104,-1.2448,-2.3454,3.4291,0.28615,1.9784,-0.39035,-1.5415
train432,-1.8263,-2.9182,2.7825,-1.2577,-2.5284,3.498,0.26351,1.941,-0.5047,-1.2976
train433,-2.4319,-2.5013,1.9814,-1.1048,-2.3903,3.4508,0.4081,1.9103,-0.14857,-1.3832
train434,-1.8609,-2.9655,2.7609,-1.3396,-2.5383,3.4713,0.25139,1.9225,-0.50085,-1.3191
train435,-2.1674,-2.6228,2.3137,-1.1456,-2.6784,3.532,0.4071,1.8864,-0.36838,-1.104
train436,-1.9937,-2.7172,2.5145,-1.2014,-2.7992,3.563,0.39487,1.8623,-0.45179,-0.95103
train437,-1.8501,-2.8704,2.7113,-1.2912,-2.8586,3.5695,0.36109,1.8493,-0.56825,-0.89833
train438,-1.7281,-2.8903,2.7743,-1.3276,-3.0014,3.5821,0.39797,1.7722,-0.63853,-0.73049
train439,-1.7035,-2.9137,2.8008,-1.3319,-3.0255,3.599,0.40417,1.7637,-0.65544,-0.69346
train440,-1.7941,-2.8126,2.6859,-1.2727,-3.0149,3.6005,0.42407,1.78,-0.60951,-0.71026
train441,-2.0582,-2.6752,2.3213,-1.169,-3.0386,3.6064,0.46775,1.7991,-0.47315,-0.65393
train442,-2.116,-2.7015,2.4102,-1.2089,-2.5344,3.5132,0.33073,1.9423,-0.3957,-1.2742
train443,-1.9197,-2.7856,2.5464,-1.2503,-2.9248,3.5781,0.39949,1.8077,-0.4965,-0.79419
train444,-2.6406,-2.2999,1.6449,-0.94684,-2.7177,3.5758,0.55046,1.8061,-0.15161,-1.0203
train445,-1.8618,-2.815,2.6145,-1.2737,-3.049,3.6362,0.40926,1.78,-0.56553,-0.65599
train446,-2.0768,-2.8479,2.4944,-1.2387,-2.3158,3.4473,0.24342,1.9742,-0.34144,-1.5503
train447,-1.9609,-2.7706,2.5564,-1.2546,-2.8707,3.6585,0.35999,1.8691,-0.51456,-0.86406
train448,-2.2174,-2.5439,2.0821,-1.0795,-3.0918,3.69,0.53224,1.7224,-0.38231,-0.54121
train449,-2.1878,-2.7257,2.308,-1.2233,-2.4861,3.454,0.34418,1.9288,-0.3568,-1.3471
train450,-1.7418,-2.9024,2.7649,-1.3495,-2.8943,3.5921,0.35252,1.8172,-0.64852,-0.87748
train451,-2.4253,-2.5807,2.013,-1.1738,-2.3528,3.4169,0.37984,1.9394,-0.21549,-1.4817
train452,-1.8788,-3.0088,2.7359,-1.3228,-2.4424,3.4816,0.19214,1.9736,-0.48789,-1.4431
train453,-1.9778,-2.7265,2.5167,-1.2054,-2.8968,3.6399,0.41914,1.8461,-0.53742,-0.83951
train454,-2.3775,-2.5693,2.0655,-1.1446,-2.4913,3.5029,0.38519,1.9241,-0.2792,-1.3104
train455,-2.2858,-2.4705,1.9351,-1.0171,-3.1804,3.6602,0.58081,1.7055,-0.3469,-0.42488
train456,-1.8544,-2.8257,2.6304,-1.2758,-2.9903,3.6465,0.39663,1.7928,-0.57212,-0.72679
train457,-2.095,-2.6064,2.1754,-1.1366,-3.2215,3.7158,0.52591,1.7145,-0.49989,-0.40336
train458,-1.7612,-2.9237,2.7102,-1.341,-3.0825,3.6471,0.39778,1.7695,-0.67238,-0.61384
train459,-2.0076,-2.6923,2.3761,-1.2135,-3.0546,3.5809,0.48583,1.7585,-0.50128,-0.62862
train460,-2.2833,-2.4658,2.0182,-1.0229,-3.0943,3.7181,0.52378,1.7503,-0.33935,-0.53402
train461,-2.348,-2.6024,2.0405,-1.141,-2.7084,3.6114,0.40842,1.8719,-0.34909,-1.07
train462,-1.942,-2.7755,2.5585,-1.248,-2.8755,3.6014,0.38923,1.8381,-0.51231,-0.86137
train463,-2.0742,-2.6234,2.3094,-1.111,-3.0124,3.6492,0.48978,1.769,-0.47692,-0.69448
train464,-1.8119,-2.9383,2.6559,-1.3135,-3.004,3.6579,0.33861,1.8223,-0.61818,-0.74495
train465,-2.5833,-2.4185,1.7009,-1.0219,-2.6305,3.5548,0.48362,1.8239,-0.1645,-1.1244
train466,-1.8781,-2.7872,2.6113,-1.242,-2.9252,3.5864,0.40374,1.8259,-0.564,-0.8317
train467,-2.0935,-2.7051,2.457,-1.1921,-2.5199,3.4891,0.33936,1.9482,-0.40685,-1.3099
train468,-1.9754,-2.7509,2.5074,-1.2111,-2.8686,3.6019,0.39988,1.8473,-0.50095,-0.87941
train469,-1.8912,-2.8012,2.5921,-1.2558,-2.9102,3.5646,0.40037,1.8134,-0.51295,-0.81143
train470,-2.0055,-2.6928,2.3193,-1.1675,-3.2002,3.6348,0.49903,1.7492,-0.51156,-0.42959
train471,-2.1524,-2.6326,2.3036,-1.1638,-2.6769,3.5173,0.40334,1.8684,-0.34769,-1.0877
train472,-1.8481,-2.8307,2.6351,-1.2828,-2.9773,3.6208,0.3948,1.7931,-0.5619,-0.73738
train473,-1.8547,-2.8354,2.649,-1.2761,-2.9159,3.5662,0.39267,1.8242,-0.56907,-0.82398
train474,-1.7681,-2.8524,2.7294,-1.2764,-2.9255,3.599,0.37582,1.8124,-0.59359,-0.81625
train475,-1.986,-2.8055,2.499,-1.2403,-2.8514,3.581,0.37984,1.8517,-0.5016,-0.90489
train476,-1.7365,-2.8768,2.7728,-1.3339,-2.9978,3.576,0.40862,1.7835,-0.66684,-0.74325
train477,-1.8581,-2.8338,2.6494,-1.2686,-2.9283,3.6403,0.38163,1.8404,-0.60105,-0.81555
