SampleID,Number of samples,Max A,Max B,Min A,Min B,Mean A,Mean B,Sd A,Sd B
train1744,1133,8,17073,1,-26981,4.2453662842,0.0123565755,2.0091995335,9995.5907118377
train14510,7385,1,50647,0,-25939,0.4467163169,0.0024373731,0.4971527422,9999.3243259204
train3974,5900,31768,56310,-112497,-67782,0.0033898305,0.0001694915,9999.1524859837,9999.1454405288
train8272,3585,11527,24972,-12815,-32910,-0.0005578801,0.0022315202,9998.6025604614,9998.6078239568
train12716,5090,14,50308,1,-42507,6.2691552063,-0.0003929273,4.0170867218,9999.0155484386
train6260,789,19141,36845,-73666,-19696,0.0076045627,-0.0012674271,9993.6687237543,9993.6728553328
train10561,3581,14429,46685,-16845,-28859,-0.0039095225,-0.0022340128,9998.602104388,9998.5983735675
train8856,509,35206,54760,-35640,-22134,0.0098231827,0.0078585462,9990.1677363641,9990.1751146392
train1548,833,4,9,1,1,2.4465786315,5.6770708283,0.9786881174,2.6816105007
train2233,2181,1,18203,0,-21830,0.5144429161,-0.0091701055,0.4997913586,9997.7142088133
train8288,2194,40854,7968,-38423,-89304,0.0118505014,0.0004557885,9997.7192223478,9997.7175531271
train4833,501,28701,33453,-50180,-28598,0.0119760479,0.0079840319,9990.0181244881,9990.0141476674
train5435,5503,43098,19582,-52465,-26431,-0.0036343812,0.0018171906,9999.0818416393,9999.0896331026
train9783,4561,119352,55130,-41066,-58410,0.0028502521,0.0004385003,9998.9049107577,9998.9001412695
train1805,881,1,17027,0,-23942,0.5437003405,-0.0034052213,0.4980866192,9994.3234288378
train9975,1318,31645,29513,-31940,-43424,-0.004552352,-0.0113808801,9996.2137843656,9996.2079732433
train8236,4232,22727,72648,-13385,-28707,0.0056710775,0.0049621928,9998.8199831174,9998.8232472902
train2258,5023,68211,26432,-16049,-86394,0.0033844316,-0.0031853474,9999.0072232555,9998.9967618193
train10730,4232,44334,35378,-28850,-39959,-0.0014177694,0,9998.8186393402,9998.8166271223
train2788,6715,42076,1,-45624,0,-0.0072970961,0.8321667908,9999.2523652364,0.3737181065
train13461,3859,38430,427400,-21706,-20287,0.0036278829,-0.0033687484,9998.7016403562,9998.7081488306
train320,697,45465,4,-40938,1,0.2180774749,1.5193687231,9992.7663463276,0.6200714105
train3953,3558,53463,83176,-16640,-20539,-0.0022484542,-0.0053400787,9998.590356997,9998.5912397649
train1540,5381,14,35820,1,-48716,7.900204423,-0.0003716781,4.0206540211,9999.0702208529
train16093,365,19464,22983,-22702,-22247,-0.0219178082,0.0136986301,9986.2300300573,9986.2787824274
train9057,3903,33104,41329,-10622,-79303,-0.0056366897,-0.0002562132,9998.7231094572,9998.7208803115
train654,1583,68399,7020,-21498,-66249,0.0063171194,0.0265319015,9996.830966716,9996.8607792446
train9920,6821,48401,39313,-9601,-45362,0.0060108488,0.0024923032,9999.2644027847,9999.2688298958
train3835,1106,24232,18544,-29541,-25684,-0.0036166365,-0.0171790235,9995.4704407905,9995.473247608
train5523,1365,81958,22978,-35038,-26626,0.0029304029,-0.0021978022,9996.3239331907,9996.3308548905
train2278,1071,31730,15796,-56305,-23334,-0.0028011204,-0.02054155,9995.3284347339,9995.3343841294
train7893,2813,37710,103396,-75440,-51625,-0.0067543548,0.0017774618,9998.220860412,9998.219638156
train4809,2830,60847,47981,-35117,-19799,-0.0021201413,0.0070671378,9998.2310710708,9998.2349133729
train497,1010,16139,11,-83008,1,0.0079207921,5.3445544554,9995.0509933833,2.6629275652
train5636,7658,35786,123488,-38342,-66811,0.0002611648,-0.0069208671,9999.3417572729,9999.3421667842
train384,3225,530868,22532,-1835,-32488,-0.0037209302,0.0108527132,9998.4469795607,9998.4356887879
train8228,7700,62292,34560,-36428,-61310,-0.0002597403,0.0005194805,9999.3555580399,9999.3522319029
train1418,5009,28940,57650,-26802,-25021,0.0003992813,0.0047913755,9999.003988769,9998.9989890273
train4202,3491,27908,9755,-56278,-27032,0.0040103122,0.0042967631,9998.5658197279,9998.567547976
train12366,5263,48555,52865,-36632,-12323,-0.0064601938,0.0020900627,9999.0480130917,9999.0495040486
train13745,2404,30404,1,-40851,0,-0.0079034942,0.7046589018,9997.9142359913,0.4561959381
train13069,1170,133512,7090,-29223,-61088,0.0025641026,0.0034188034,9995.7297465798,9995.7405030901
train8853,506,62462,27396,-10174,-28851,-0.0098814229,-0.0138339921,9990.1034077101,9990.1032126507
train3527,812,39427,39515,-17060,-29764,0.0061576355,-0.1120689655,9993.8457602672,9993.8025318355
train13824,2420,33201,73441,-32968,-21561,0,0.0016528926,9997.9309446695,9997.93582729
train2929,1683,41064,185365,-20289,-17628,0.0962566845,0.027926322,9997.0284828776,9997.0182669218
train237,2503,1,499459,0,-625,0.4155013983,0.015980823,0.4928082653,9998.00106744
train10339,1334,16300,9343,-18661,-31298,-0.0052473763,0.0022488756,9996.2629702823,9996.2529565662
train10863,4929,7719,43616,-79488,-38912,0.0024345709,-0.0038547373,9998.9870651718,9998.9848064619
train8527,1938,37441,3963,-28667,-46547,-0.0077399381,0.0051599587,9997.4162635033,9997.4320676017
train3238,4778,57988,1,-42090,0,0.0136040184,0.4891167853,9998.9329085548,0.4998815416
train7863,5900,11666,35044,-10519,-18787,-0.02,-0.0071186441,9999.0971082871,9999.1458541124
train4897,1260,43142,121179,-55763,-3968,0.0134920635,-0.0103174603,9996.0195343332,9996.0314757497
train13277,661,76311,40958,-41635,-14364,-0.2980332829,-0.0090771558,9992.5394245768,9992.4374082836
train8018,883,25192,122541,-38859,-1020,0.006795017,0.3714609287,9994.3326290374,9994.2990102789
train13309,1481,32862,39700,-16325,-21759,0.0040513167,0.0114787306,9996.6244123087,9996.6209474258
train3299,2818,8356,42589,-16341,-32438,0.0255500355,0.0092264017,9998.2668583305,9998.2205661265
train14455,1520,28298,44832,-40202,-26174,0.0032894737,-0.0006578947,9996.7034543691,9996.7068951743
train2175,4641,82355,41327,-27098,-11344,0.0032320621,-0.0002154708,9998.9242561762,9998.929061282
train12095,4883,29415,5,-37137,1,-0.0016383371,2.7681753021,9998.9724111186,1.7459806944
train8247,553,22886,21277,-43016,-27036,0.0126582278,-0.0090415913,9990.9410073032,9990.962426326
train2068,700,48294,6880,-14690,-75333,-0.01,-0.0128571429,9992.8398462478,9992.8486719886
train10154,2164,21959,26018,-129726,-201811,-0.0041589649,0.0009242144,9997.6854626209,9997.6920300131
train1041,530,32170,28121,-38149,-28155,-0.0056603774,0.0037735849,9990.5727436044,9990.5869238501
train16012,1662,44247,36513,-23916,-17538,0.004211793,0.0108303249,9996.9970950658,9996.9888649386
train15107,2392,63709,195711,-53050,-4195,0.0012541806,0.0305183946,9997.8985523772,9997.9475468295
train1297,1804,21693,40581,-32196,-26280,-0.0038802661,0.0105321508,9997.2321828955,9997.2276911808
train892,549,62217,13993,-9237,-32286,0,-0.0564663024,9990.8995160724,9990.7893187549
train8101,7124,30114,15088,-39583,-198710,0.0039303762,-0.000982594,9999.2967903919,9999.3008465235
train11560,3995,23759,16,-118192,1,0.013767209,10.0272841051,9998.724068991,4.6892956161
train12319,843,14540,3,-18099,1,0.009489917,2.8481613286,9994.0812099576,0.4853300476
train9164,1107,117983,17215,-32893,-25601,0.0090334237,-0.0063233966,9995.4722644073,9995.4843022374
train9146,1459,62935,174787,-24952,-17354,-0.0178204249,-0.0075394106,9996.5624586355,9996.5802222785
train5029,587,19183,174383,-14274,-2211,0.0119250426,-0.0102214651,9991.4727292671,9991.4538384405
train2489,5845,29789,15801,-50396,-17344,0.0003421728,-0.0003421728,9999.1484972288,9999.1575234167
train6228,1688,29697,14966,-35083,-17376,-0.0065165877,0.0077014218,9997.0394727511,9997.0207431949
train14696,2217,39101,44595,-45027,-25511,0.0076680198,-0.0049616599,9997.7359662351,9997.7589261222
train7564,3096,64360,18914,-57744,-37764,0.0090439276,-0.0041989664,9998.3863508428,9998.3871862359
train5351,4264,42952,94300,-29606,-24808,-0.0002345216,-0.0107879925,9998.8297691101,9998.824227237
train9012,3751,107869,34518,-50045,-92284,0.0023993602,0.0045321248,9998.6696371929,9998.6691596027
train6818,2043,18220,48432,-70858,-30146,-0.0122369065,-0.0058737151,9997.5526819976,9997.5397433659
train15478,1056,47602,10649,-5447,-37501,0.0009469697,0.0085227273,9995.2671510771,9995.2677485153
train3999,524,59117,33687,-28479,-43333,-0.0095419847,0.070610687,9990.4627060998,9990.4106260873
train7493,6205,32293,52704,-19664,-34175,-0.0016116035,-0.0017727639,9999.1910066317,9999.1940118945
train9152,540,52827,25641,-24807,-47327,-0.0074074074,0.0037037037,9990.7309171654,9990.7419859396
train9334,1805,74337,15997,-41635,-39572,-0.004432133,-0.0088642659,9997.2305558986,9997.2390335862
train7484,3214,53899,13562,-57476,-58146,0.0071561917,0.0012445551,9998.442195539,9998.4341871501
train15375,606,45865,16,-30759,1,0.0198019802,8.8349834983,9991.7440236063,4.7050808767
train11047,1560,21568,42395,-34077,-35036,0.0108974359,0.0224358974,9996.8069033097,9996.8739183107
train10400,518,28932,33928,-36038,-14534,0.0077220077,-0.0193050193,9990.3529691306,9990.3475343338
train9365,7527,30294,107362,-36805,-34712,-0.0030556663,0.0014614056,9999.3364933921,9999.3417901554
train14106,1678,14863,11,-21780,1,0.0089392133,7.2973778308,9997.0231959923,3.0416857958
train4751,4820,64897,108384,-30187,-2041,0.0076763485,-0.0064315353,9998.9638192077,9998.9720167767
train13767,2872,27835,60464,-35970,-36685,0.0031337047,-0.0052228412,9998.2622248246,9998.2691573979
train8159,6010,28897,24278,-61547,-30297,-0.0063227953,-0.0006655574,9999.1671922913,9999.1754748099
train10713,4568,20137,3,-23135,1,0.0004378284,1.3285901926,9998.9033103977,0.7409385645
train1893,770,7,58708,1,-37138,4.6090909091,0.0207792208,2.14516562,9993.5055088499
train1571,1111,25984,89323,-26282,-25904,0.4482448245,0.0576057606,9995.4557914857,9995.5018466708
train1641,7440,30590,43626,-29852,-29868,-0.0010752688,-0.002688172,9999.3243177909,9999.3285008815
train8688,543,23250,13067,-35195,-45144,-0.0073664825,-0.0220994475,9990.78983304,9990.781427483
train2965,6982,28304,38,-37597,1,0.0030077342,17.9222285878,9999.2857482457,11.0112489689
train6716,5366,34000,35503,-66872,-34223,0.0009317928,0.0005590757,9999.0648323353,9999.061460085
train10679,1907,11845,25776,-129555,-26433,-0.0047194546,-0.395909806,9997.3796047876,9997.3589892733
train7635,7548,29060,65028,-43050,-45022,-0.0021197668,-0.0002649709,9999.3366220741,9999.3379255127
train8422,504,12643,46840,-10564,-39916,0.001984127,-0.0158730159,9990.0793829367,9990.0831017915
train5419,1414,30475,38301,-25439,-41462,0.0120226308,-0.0063649222,9996.4622334323,9996.4644148313
train2087,6438,10713,47386,-282813,-19912,0.0052811432,-0.0121155638,9999.2198210247,9999.1928740993
train12479,1048,39014,1,-39900,0,0.0076335878,0.3511450382,9995.2296101623,0.4773281893
train12750,1071,21564,15,-24893,1,-0.1605975724,9.0718954248,9995.5163077279,5.0686661295
train1597,1175,26339,41778,-37457,-31330,-0.0042553191,0.0110638298,9995.7457088792,9995.7492388858
train2822,3749,60673,209044,-16915,-26163,-0.0050680181,-0.1757802081,9998.6655889469,9998.692837041
train4462,2424,43726,55497,-13237,-21804,0.0123762376,-0.0020627063,9997.9404174775,9997.9320059099
train14377,767,3,145737,1,-9148,2.0299869622,-0.0104302477,0.21757913,9993.4654341978
train4645,2074,33965,67768,-24721,-15188,0.0067502411,0.0038572806,9997.5850856492,9997.5878179399
train12027,4956,225652,1,-17595,0,-0.0151331719,0.5137207425,9999.0344105436,0.4998117058
train2920,7703,44074,1,-23940,0,0.0023367519,0.6799948072,9999.3538079155,0.4664781553
train13879,524,59231,28756,-29923,-26024,-0.0095419847,0.0190839695,9990.4704548992,9990.442629571
train10656,1424,4,1,1,0,2.8799157303,0.6860955056,1.0367088123,0.4640780783
train5291,618,23293,44250,-37144,-47461,-0.0145631068,0.003236246,9991.9057925454,9991.9234896312
train10948,2394,38556,27591,-31784,-23837,0,0.0050125313,9997.9105741544,9997.9100122145
train15525,1015,46251,21257,-23323,-68559,0.0088669951,0.0009852217,9995.0841074104,9995.0737281193
train9901,7378,32199,55604,-23826,-40795,0.0043372188,-0.0065058281,9999.3228627063,9999.3240586792
train8509,3946,50813,15330,-37482,-38276,0.0096300051,-0.0015205271,9998.7444178005,9998.7395806532
train968,2721,106770,67918,-10848,-24152,-0.0110253583,-0.0051451672,9998.1705600678,9998.1614091844
train14752,2674,447,35373,-373995,-55167,-0.1050860135,-0.0063575168,9998.1212961017,9998.1307303194
train7196,2567,32781,59426,-35500,-22615,-0.0136345929,-0.0027269186,9998.0489930935,9998.0528073636
train9822,596,123227,18862,-6303,-66521,-0.0067114094,-0.0134228188,9991.6183375523,9991.6218498848
train7978,992,39492,94751,-17235,-17774,0.0040322581,-0.0070564516,9994.9534466747,9994.9590807142
train817,657,27943,5,-30901,1,-0.0106544901,1.2800608828,9992.380042088,0.6649164212
train15268,754,58901,1,-26228,0,0.0185676393,0.8116710875,9993.3625264904,0.3909745941
train4029,3883,43857,119282,-42489,-12921,-0.0069533866,0.1231006953,9998.7190070182,9998.5880937224
train14435,2750,27968,17708,-34964,-20639,-0.0025454545,0.012,9998.1789646094,9998.1753430696
train12396,2941,11629,7,-29315,1,0.0020401224,3.2716763006,9998.2985566824,2.6599099465
train4083,2524,57630,313530,-35805,-2667,0.0079239303,-0.000792393,9998.0156228794,9998.0177935587
train3217,1625,1,1,0,0,0.7372307692,0.5181538462,0.4401381171,0.4996703292
train5628,2237,68495,30447,-27815,-75373,0.0143048726,-0.006705409,9997.7649642572,9997.7641037465
train2488,87,19278,46048,-22730,-13444,-0.0114942529,-0.0689655172,9942.3843153155,9942.4865744239
train628,523,1,14338,0,-30205,0.413001912,0.0057361377,0.4923731641,9990.4249037334
train10635,2426,18,74637,1,-31862,9.4043693322,0.0020610058,5.1741443604,9997.9323746426
train9039,6985,41249,64011,-48791,-24742,0.0035790981,-0.0052970651,9999.2817196218,9999.2843638621
train7777,985,31914,27204,-45800,-21627,-0.0010152284,-0.0030456853,9994.9210225344,9994.9269915537
train1144,5394,28905,1,-29465,0,0.0463477938,0.2159807193,9999.1674062775,0.4115009699
train2649,5333,23724,28221,-33088,-36647,0.1425089068,-0.0020626289,9999.1789670421,9999.0650482019
train8723,949,50303,42390,-29213,-38208,0.0021074816,0.0021074816,9994.7296209548,9994.7346918031
train5784,966,43028,17136,-8495,-15799,-0.0103519669,0,9994.8240833668,9994.8132119008
train2607,5451,8749,11061,-20874,-20711,-0.0146762062,0.0418271877,9999.0703181204,9999.1253291156
train11196,3403,23821,6,-28923,1,0,4.7096679401,9998.5318197569,1.0287023864
train6595,710,11323,24921,-43762,-118987,-0.0183098592,0.0126760563,9992.9544085991,9992.9598132594
train2749,1649,96265,49862,-19309,-30489,-0.0988477865,0.0012128563,9996.9893065464,9996.9633237691
train4915,564,25819,28746,-21901,-45370,0.0141843972,0.0053191489,9991.1283252976,9991.145592472
train249,1935,34476,10906,-39520,-82849,0.0129198966,0.0062015504,9997.4202976102,9997.4151717193
train4847,1012,31402,28584,-39371,-46248,-0.0108695652,-0.0019762846,9995.061164233,9995.0361308458
train12991,3310,31413,33399,-21441,-24898,0.0102719033,0.0027190332,9998.4887655616,9998.4882041372
train14565,1876,20563,3712,-167358,-238265,0.0074626866,-0.0090618337,9997.3258565176,9997.3280705675
train12857,565,37564,46622,-4632,-25265,-0.003539823,0.0017699115,9991.1363925305,9991.1103893605
train9195,1802,27697,71673,-43178,-57632,0.0033296337,-0.0116537181,9997.2242558272,9997.2268774972
train8300,587,25591,5631,-41350,-61928,0.0306643952,-0.0204429302,9991.476461796,9991.478541107
train9603,5354,74270,79128,-36275,-40303,0.0009338812,0.0016809862,9999.0676359428,9999.0678253141
train9411,2276,38353,64711,-23032,-23043,0,-0.0074692443,9997.7963117134,9997.8088984615
train188,5943,30090,1,-67038,0,-0.0035335689,0.4909978126,9999.156661906,0.4999189541
train4211,573,77549,48824,-9913,-24614,0,0.0104712042,9991.2847011312,9991.2724651488
train691,926,1,9006,0,-43569,0.3272138229,0.0107991361,0.4691960539,9994.5932705394
train4775,2692,65379,58914,-47667,-32257,0.0022288262,-0.000371471,9998.1377014434,9998.1414021507
train4159,3365,50415,63489,-25927,-50752,-0.0068350669,-0.0080237741,9998.5080644693,9998.5166304976
train9303,2428,43300,53056,-33877,-19479,-0.0028830313,-0.0024711697,9997.9324490908,9997.9484383188
train10437,7727,1,24606,0,-30371,0.4911349812,0.0036236573,0.4999214053,9999.3512558551
train13576,7781,29797,34232,-44502,-231128,-0.0314869554,0.0025703637,9999.3552159771,9999.3613899414
train11707,600,37603,19059,-28377,-14897,-0.0116666667,0.0066666667,9991.6555582578,9991.6500570871
train6539,1139,81005,56256,-26355,-17426,0.0026338894,0.0017559263,9995.5973135653,9995.6093037801
train8957,1216,27720,31876,-34292,-33599,-0.0098684211,-0.015625,9995.8996104868,9995.8938272264
train11121,1973,36204,28599,-34568,-21815,0.0010136847,-0.008109478,9997.4688501151,9997.4766390545
train6349,656,46417,108797,-14665,-20714,-0.0030487805,0.0213414634,9992.3892722858,9992.3536028273
train15562,1912,38913,56955,-37873,-41177,-0.0057531381,-0.0026150628,9997.3922143905,9997.3865647998
train1888,530,28157,23688,-31586,-43897,-0.0037735849,-0.0132075472,9990.5629782624,9990.5736487902
train14559,852,36548,264399,-58033,-14600,0.0340375587,0.015258216,9994.1263763191,9994.1330088974
train10979,4198,26483,57611,-63942,-73570,-0.0054787994,0.0045259647,9998.8093617879,9998.8097985721
train15748,3178,18,25039,1,-34567,9.0591567023,-0.1079295154,3.7911525693,9998.3027055818
train3449,610,29306,16627,-22898,-13757,0,0.0655737705,9991.8165344954,9991.9181060657
train676,1410,23437,47368,-7648,-45766,-0.0127659574,-0.0028368794,9996.4628493847,9996.4629138833
train748,3354,138863,28052,-41533,-66984,-0.0005963029,0.0020870602,9998.5151392526,9998.5143074502
train1937,804,1,22769,0,-20540,0.3830845771,0.07960199,0.4861386468,9993.7666604397
train13597,528,14750,34277,-9695,-26617,-0.0643939394,0.0208333333,9990.862899705,9990.5289656166
train13488,509,31251,25651,-20953,-20158,0.0078585462,0.0078585462,9990.1641940807,9990.1729107055
train5880,2046,146951,30768,-114049,-38606,-0.0024437928,-0.0073313783,9997.5587460264,9997.553701585
train9103,2590,56095,68506,-11954,-158710,-0.0030888031,-0.0007722008,9998.070568536,9998.0570156035
train9093,2759,106108,3511,-9486,-326220,0.0101486046,0.0018122508,9998.1848814745,9998.1803198857
train14949,587,42510,23872,-11762,-28290,-0.0017035775,-0.003407155,9991.4894407847,9991.4617881661
train16061,194,14694,48469,-23379,-6395,0,0.0051546392,9974.1647486388,9974.1799748188
train6245,874,22225,9961,-33656,-76822,-0.0080091533,0,9994.2867169441,9994.267833887
train9641,4042,61770,37781,-24594,-16535,0.0022266205,0.0069272637,9998.7703563259,9998.7659403047
train230,199,42233,40303,-14751,-10184,-0.0251256281,0.040201005,9974.7934220935,9974.8582593873
