SampleID,A->B,B->A,A-B or A|B
train776,0.159595,0.455053,0.385352
train777,0.525747,0.385983,0.088270
train778,0.525723,0.314421,0.159857
train779,0.215950,0.456784,0.327265
train780,0.057638,0.074047,0.868315
train781,0.190169,0.553174,0.256657
train782,0.180702,0.782813,0.036485
train783,0.329417,0.386026,0.284557
train784,0.363371,0.271280,0.365349
train785,0.178267,0.413594,0.408139
train786,0.362434,0.590683,0.046883
train787,0.396171,0.366400,0.237429
train788,0.236458,0.729313,0.034230
train789,0.433730,0.140820,0.425450
train790,0.531190,0.090471,0.378339
train791,0.122527,0.382749,0.494724
train792,0.491880,0.293419,0.214701
train793,0.304011,0.268460,0.427529
train794,0.301366,0.372484,0.326150
train795,0.377606,0.571776,0.050618
train796,0.098139,0.243551,0.658310
train797,0.206314,0.537011,0.256674
train798,0.123841,0.401891,0.474268
train799,0.674096,0.314912,0.010992
train800,0.328468,0.465007,0.206525
train801,0.286439,0.089131,0.624430
train802,0.071087,0.667300,0.261614
train803,0.060523,0.920706,0.018771
train804,0.384895,0.310370,0.304736
train805,0.010520,0.698244,0.291236
train806,0.005369,0.696835,0.297796
train807,0.695962,0.245985,0.058053
train808,0.154385,0.068334,0.777281
train809,0.290252,0.095832,0.613917
train810,0.016377,0.020743,0.962881
train811,0.581112,0.096397,0.322490
train812,0.027042,0.907721,0.065237
train813,0.964439,0.002914,0.032647
train814,0.124776,0.398989,0.476235
train815,0.079175,0.376375,0.544450
train816,0.482534,0.215083,0.302382
train817,0.823580,0.006543,0.169877
train818,0.476432,0.265025,0.258543
train819,0.451674,0.333008,0.215318
train820,0.295537,0.454329,0.250133
train821,0.371405,0.025444,0.603151
train822,0.158873,0.392831,0.448296
train823,0.158915,0.474923,0.366162
train824,0.229237,0.604130,0.166633
train825,0.018251,0.969562,0.012187
train826,0.741966,0.223500,0.034533
train827,0.006823,0.664271,0.328906
train828,0.118465,0.283150,0.598385
train829,0.107803,0.744195,0.148002
train830,0.561416,0.255903,0.182682
train831,0.227637,0.671492,0.100871
train832,0.421455,0.130430,0.448115
train833,0.314276,0.575830,0.109894
train834,0.394807,0.296805,0.308389
train835,0.156878,0.803094,0.040028
train836,0.184041,0.782038,0.033921
train837,0.790369,0.097979,0.111652
train838,0.578786,0.216580,0.204634
train839,0.236650,0.402712,0.360638
train840,0.434954,0.091835,0.473211
train841,0.029791,0.187930,0.782279
train842,0.052780,0.622479,0.324742
train843,0.000433,0.608766,0.390801
train844,0.548257,0.313111,0.138632
train845,0.385999,0.390662,0.223339
train846,0.580722,0.247997,0.171281
train847,0.066219,0.720889,0.212892
train848,0.304701,0.174840,0.520459
train849,0.828750,0.037717,0.133533
train850,0.375433,0.229799,0.394769
train851,0.008755,0.740120,0.251126
train852,0.693935,0.162001,0.144063
train853,0.123013,0.574109,0.302878
train854,0.542804,0.454655,0.002541
train855,0.113892,0.270289,0.615819
train856,0.134723,0.554289,0.310987
train857,0.649384,0.325234,0.025382
train858,0.425460,0.137456,0.437084
train859,0.828656,0.089887,0.081457
train860,0.161011,0.187768,0.651221
train861,0.208205,0.420521,0.371275
train862,0.617851,0.066874,0.315276
train863,0.313336,0.365083,0.321581
train864,0.764607,0.144381,0.091011
train865,0.765165,0.109761,0.125074
train866,0.061495,0.657509,0.280996
train867,0.355691,0.542676,0.101633
train868,0.384496,0.311231,0.304274
train869,0.727180,0.003053,0.269767
train870,0.136318,0.402543,0.461138
train871,0.372647,0.427562,0.199791
train872,0.367401,0.430249,0.202350
train873,0.248243,0.075276,0.676481
train874,0.219252,0.291025,0.489723
train875,0.031144,0.253411,0.715445
train876,0.650093,0.347950,0.001957
train877,0.052011,0.154039,0.793950
train878,0.080210,0.748486,0.171304
train879,0.382995,0.047216,0.569789
train880,0.806607,0.086600,0.106793
train881,0.516149,0.157713,0.326137
train882,0.084945,0.280556,0.634499
train883,0.236314,0.361876,0.401810
train884,0.342518,0.548760,0.108723
train885,0.156601,0.529173,0.314226
train886,0.739214,0.012711,0.248075
train887,0.593653,0.233446,0.172901
train888,0.339457,0.305739,0.354805
train889,0.548289,0.209462,0.242249
train890,0.142359,0.808872,0.048769
train891,0.002029,0.645483,0.352488
train892,0.915688,0.031533,0.052780
train893,0.345161,0.104675,0.550165
train894,0.579303,0.282834,0.137863
train895,0.528684,0.101328,0.369988
train896,0.334092,0.349800,0.316109
train897,0.024327,0.083047,0.892626
train898,0.141382,0.324965,0.533653
train899,0.020646,0.838195,0.141158
train900,0.009645,0.334258,0.656097
train901,0.041725,0.417149,0.541126
train902,0.661944,0.180484,0.157573
train903,0.067998,0.680043,0.251958
train904,0.540342,0.002639,0.457019
train905,0.388108,0.417517,0.194375
train906,0.535278,0.316041,0.148681
train907,0.528143,0.411665,0.060192
train908,0.141181,0.288636,0.570183
train909,0.061394,0.239804,0.698802
train910,0.439224,0.424774,0.136002
train911,0.323809,0.451777,0.224414
train912,0.118154,0.121821,0.760025
train913,0.277245,0.581910,0.140845
train914,0.502032,0.418784,0.079184
train915,0.654653,0.143907,0.201440
train916,0.289218,0.587647,0.123135
train917,0.588970,0.143610,0.267420
train918,0.086175,0.659601,0.254224
train919,0.005863,0.234939,0.759198
train920,0.036206,0.265999,0.697795
train921,0.149412,0.710285,0.140303
train922,0.509586,0.483357,0.007057
train923,0.535860,0.054178,0.409961
train924,0.098323,0.411938,0.489739
train925,0.218962,0.172235,0.608802
train926,0.747062,0.086367,0.166571
train927,0.136169,0.237919,0.625912
train928,0.197397,0.133369,0.669234
train929,0.512639,0.244165,0.243196
train930,0.313948,0.593431,0.092621
train931,0.132154,0.404347,0.463499
train932,0.335852,0.555657,0.108491
train933,0.436730,0.077051,0.486219
train934,0.676711,0.198861,0.124428
train935,0.037129,0.627787,0.335084
train936,0.128606,0.764910,0.106484
train937,0.123088,0.051725,0.825187
train938,0.478062,0.328783,0.193155
train939,0.201212,0.620101,0.178687
train940,0.118440,0.115274,0.766286
train941,0.292774,0.434403,0.272823
train942,0.240632,0.209962,0.549406
train943,0.361960,0.414462,0.223577
train944,0.855514,0.054395,0.090091
train945,0.002009,0.838169,0.159822
train946,0.411299,0.329500,0.259201
train947,0.588674,0.041674,0.369652
train948,0.120363,0.448840,0.430797
train949,0.291886,0.332322,0.375791
train950,0.108910,0.589780,0.301310
train951,0.297296,0.598707,0.103997
train952,0.351174,0.413241,0.235585
train953,0.299416,0.010983,0.689601
train954,0.256304,0.596457,0.147239
train955,0.264014,0.438633,0.297353
train956,0.194691,0.193935,0.611374
train957,0.700837,0.073392,0.225771
train958,0.643350,0.162741,0.193909
train959,0.293908,0.067237,0.638854
train960,0.337733,0.013667,0.648600
train961,0.000438,0.824507,0.175055
train962,0.393216,0.039957,0.566827
train963,0.155692,0.616177,0.228131
train964,0.007561,0.062625,0.929815
train965,0.319517,0.194279,0.486204
train966,0.536619,0.385006,0.078375
train967,0.143389,0.501810,0.354801
train968,0.026051,0.963296,0.010654
train969,0.084787,0.641741,0.273472
train970,0.044100,0.459651,0.496249
train971,0.095815,0.528323,0.375862
train972,0.607204,0.105647,0.287148
train973,0.261328,0.186017,0.552656
train974,0.403249,0.452265,0.144486
train975,0.337432,0.133642,0.528926
train976,0.526893,0.210463,0.262643
train977,0.001157,0.968210,0.030632
train978,0.788822,0.207620,0.003558
train979,0.468871,0.358436,0.172693
train980,0.357090,0.025551,0.617359
train981,0.640148,0.267562,0.092289
train982,0.911167,0.012859,0.075974
train983,0.180646,0.084823,0.734531
train984,0.202436,0.050568,0.746996
train985,0.290404,0.657709,0.051887
train986,0.882386,0.027934,0.089680
train987,0.016121,0.577479,0.406400
train988,0.128445,0.287865,0.583690
train989,0.683481,0.251025,0.065494
train990,0.405497,0.079285,0.515219
train991,0.475031,0.406338,0.118631
train992,0.261367,0.468994,0.269639
train993,0.332765,0.192989,0.474246
train994,0.198799,0.419703,0.381497
train995,0.025204,0.634895,0.339901
train996,0.302874,0.050996,0.646129
train997,0.241406,0.084471,0.674123
train998,0.526898,0.076096,0.397006
train999,0.090728,0.383056,0.526216
train1000,0.590814,0.296782,0.112404
train1001,0.568822,0.187010,0.244168
train1002,0.460033,0.334517,0.205450
train1003,0.512796,0.296311,0.190893
train1004,0.678225,0.224165,0.097610
train1005,0.375242,0.160839,0.463919
train1006,0.578591,0.224462,0.196947
train1007,0.076532,0.727680,0.195788
train1008,0.529727,0.366875,0.103398
train1009,0.930438,0.055968,0.013594
train1010,0.361440,0.325472,0.313088
train1011,0.439248,0.274852,0.285899
train1012,0.127870,0.537626,0.334504
train1013,0.513030,0.120393,0.366578
train1014,0.268272,0.618256,0.113472
train1015,0.021491,0.389727,0.588782
train1016,0.509438,0.426153,0.064408
train1017,0.188299,0.706336,0.105366
train1018,0.178184,0.403017,0.418799
train1019,0.479495,0.388494,0.132012
train1020,0.257341,0.667071,0.075588
train1021,0.022138,0.170207,0.807655
train1022,0.188988,0.727000,0.084012
train1023,0.628920,0.000612,0.370468
train1024,0.722781,0.123454,0.153764
train1025,0.249497,0.664177,0.086326
train1026,0.676819,0.087319,0.235862
train1027,0.778954,0.114712,0.106334
train1028,0.010729,0.951977,0.037294
train1029,0.275784,0.368158,0.356058
train1030,0.124285,0.327789,0.547927
train1031,0.367571,0.386431,0.245998
train1032,0.492558,0.429088,0.078354
train1033,0.006609,0.717827,0.275564
train1034,0.392378,0.510146,0.097476
train1035,0.089072,0.571455,0.339473
train1036,0.102249,0.347036,0.550715
train1037,0.276603,0.187041,0.536356
train1038,0.202341,0.107707,0.689952
train1039,0.932817,0.062838,0.004345
train1040,0.208606,0.709939,0.081455
train1041,0.096415,0.341912,0.561673
train1042,0.771197,0.081660,0.147143
train1043,0.124243,0.713359,0.162398
train1044,0.284781,0.371878,0.343340
train1045,0.178007,0.521999,0.299994
train1046,0.546325,0.254442,0.199232
train1047,0.299210,0.362899,0.337891
train1048,0.364762,0.461940,0.173298
train1049,0.265636,0.323023,0.411341
train1050,0.823436,0.133331,0.043234
train1051,0.171360,0.177581,0.651059
train1052,0.535389,0.335190,0.129420
train1053,0.235451,0.346217,0.418332
train1054,0.511086,0.126484,0.362431
train1055,0.448494,0.244758,0.306748
train1056,0.172046,0.205717,0.622237
train1057,0.386682,0.473287,0.140031
train1058,0.164173,0.545127,0.290700
train1059,0.189085,0.385609,0.425306
train1060,0.744443,0.045376,0.210180
train1061,0.091342,0.120227,0.788431
train1062,0.078942,0.768205,0.152853
train1063,0.251138,0.285208,0.463654
train1064,0.284118,0.642881,0.073001
train1065,0.027046,0.125176,0.847779
train1066,0.638077,0.291607,0.070317
train1067,0.073506,0.892380,0.034115
train1068,0.411081,0.303933,0.284986
train1069,0.122915,0.707077,0.170008
train1070,0.154497,0.335980,0.509523
train1071,0.332855,0.081463,0.585681
train1072,0.886968,0.112128,0.000904
train1073,0.442873,0.239008,0.318119
train1074,0.020777,0.284002,0.695220
train1075,0.103846,0.385907,0.510247
train1076,0.753180,0.116980,0.129841
train1077,0.310434,0.557879,0.131687
train1078,0.243023,0.490960,0.266016
train1079,0.040645,0.208785,0.750570
train1080,0.125925,0.494385,0.379690
train1081,0.799329,0.170737,0.029934
train1082,0.232312,0.099817,0.667871
train1083,0.420306,0.507063,0.072630
train1084,0.407435,0.190127,0.402438
train1085,0.825138,0.066236,0.108625
train1086,0.894589,0.024589,0.080822
train1087,0.132498,0.642308,0.225194
train1088,0.580884,0.335716,0.083401
train1089,0.515146,0.002470,0.482384
train1090,0.028791,0.185926,0.785283
train1091,0.064223,0.420685,0.515092
train1092,0.199724,0.334768,0.465509
train1093,0.445374,0.197149,0.357477
train1094,0.503628,0.232803,0.263569
train1095,0.820132,0.120190,0.059678
train1096,0.132767,0.471255,0.395978
train1097,0.169476,0.108403,0.722121
train1098,0.297388,0.515331,0.187281
train1099,0.430845,0.397707,0.171448
train1100,0.240666,0.131579,0.627754
train1101,0.274606,0.161092,0.564302
train1102,0.682188,0.288660,0.029153
train1103,0.872971,0.077016,0.050013
train1104,0.383573,0.119206,0.497221
train1105,0.373081,0.546641,0.080278
train1106,0.482630,0.442856,0.074514
train1107,0.133043,0.664621,0.202336
train1108,0.132881,0.517576,0.349544
train1109,0.028250,0.687449,0.284301
train1110,0.085145,0.880836,0.034019
train1111,0.090850,0.696230,0.212920
train1112,0.776327,0.136444,0.087229
train1113,0.571346,0.096346,0.332308
train1114,0.686926,0.291895,0.021179
train1115,0.002516,0.613807,0.383678
train1116,0.512372,0.434812,0.052817
train1117,0.065004,0.810452,0.124544
train1118,0.506314,0.166374,0.327313
train1119,0.567360,0.140238,0.292402
train1120,0.268520,0.202310,0.529170
train1121,0.267679,0.568327,0.163993
train1122,0.650396,0.068068,0.281535
train1123,0.245508,0.392556,0.361936
train1124,0.692721,0.134635,0.172643
train1125,0.298275,0.116923,0.584802
train1126,0.118033,0.815204,0.066764
train1127,0.088416,0.085911,0.825673
train1128,0.673604,0.151182,0.175215
train1129,0.454632,0.015334,0.530034
train1130,0.053539,0.440025,0.506436
train1131,0.254963,0.094505,0.650532
train1132,0.352220,0.141248,0.506532
train1133,0.273507,0.218924,0.507569
train1134,0.374930,0.559186,0.065884
train1135,0.228506,0.519396,0.252097
train1136,0.142651,0.394786,0.462564
train1137,0.026035,0.676730,0.297235
train1138,0.360925,0.050514,0.588561
train1139,0.629697,0.364540,0.005764
train1140,0.217358,0.632196,0.150446
train1141,0.467591,0.277766,0.254643
train1142,0.184168,0.342024,0.473809
train1143,0.363337,0.338602,0.298061
train1144,0.832323,0.127945,0.039733
train1145,0.849205,0.119172,0.031623
train1146,0.104199,0.128033,0.767769
train1147,0.384286,0.160569,0.455145
train1148,0.310262,0.107899,0.581839
train1149,0.004390,0.221963,0.773647
train1150,0.617543,0.082510,0.299947
train1151,0.570129,0.003900,0.425971
train1152,0.216583,0.667622,0.115795
train1153,0.460000,0.228184,0.311816
train1154,0.241978,0.450180,0.307841
train1155,0.000455,0.472878,0.526667
train1156,0.159602,0.509076,0.331322
train1157,0.215557,0.182084,0.602360
train1158,0.430329,0.051135,0.518536
train1159,0.543362,0.079124,0.377513
train1160,0.745050,0.018371,0.236579
train1161,0.630346,0.349383,0.020271
train1162,0.074592,0.372783,0.552625
train1163,0.428471,0.454983,0.116547
train1164,0.031720,0.449035,0.519246
train1165,0.876189,0.004525,0.119286
train1166,0.178694,0.721341,0.099965
train1167,0.121166,0.279891,0.598943
train1168,0.247571,0.462338,0.290091
train1169,0.251789,0.148767,0.599443
train1170,0.245462,0.334278,0.420260
train1171,0.113021,0.782415,0.104564
train1172,0.379608,0.361275,0.259117
train1173,0.117113,0.025859,0.857028
train1174,0.219639,0.591542,0.188819
train1175,0.401824,0.103967,0.494209
train1176,0.648995,0.321128,0.029877
train1177,0.658068,0.039337,0.302596
train1178,0.908967,0.012035,0.078997
train1179,0.105499,0.855179,0.039322
train1180,0.070591,0.128490,0.800919
train1181,0.110455,0.424942,0.464603
train1182,0.528615,0.432323,0.039062
train1183,0.154204,0.368316,0.477481
train1184,0.403847,0.583404,0.012748
train1185,0.184120,0.564183,0.251696
train1186,0.513377,0.406126,0.080497
train1187,0.432196,0.074071,0.493733
train1188,0.286984,0.427887,0.285129
train1189,0.224185,0.399939,0.375876
train1190,0.126009,0.073643,0.800348
train1191,0.376087,0.498904,0.125009
train1192,0.010630,0.723616,0.265754
train1193,0.499003,0.006638,0.494359
train1194,0.567076,0.237187,0.195737
train1195,0.165924,0.113215,0.720861
train1196,0.249119,0.052472,0.698410
train1197,0.220675,0.344575,0.434750
train1198,0.342474,0.077816,0.579710
train1199,0.202654,0.261832,0.535513
train1200,0.000465,0.292968,0.706567
train1201,0.152051,0.811425,0.036524
train1202,0.107031,0.266896,0.626072
train1203,0.388203,0.552542,0.059254
train1204,0.479350,0.126516,0.394134
train1205,0.412443,0.121424,0.466133
train1206,0.375939,0.101881,0.522181
train1207,0.206720,0.366170,0.427109
train1208,0.387216,0.537025,0.075759
train1209,0.328170,0.160877,0.510953
train1210,0.743039,0.072203,0.184758
train1211,0.679067,0.211881,0.109052
train1212,0.459727,0.239393,0.300880
train1213,0.241610,0.337783,0.420607
train1214,0.853457,0.072400,0.074143
train1215,0.000884,0.137421,0.861695
train1216,0.375483,0.163480,0.461037
train1217,0.391937,0.381929,0.226134
train1218,0.392725,0.365865,0.241411
train1219,0.529907,0.055956,0.414138
train1220,0.353859,0.280288,0.365853
train1221,0.157954,0.411558,0.430488
train1222,0.568912,0.251671,0.179417
train1223,0.526662,0.187323,0.286015
train1224,0.265840,0.572336,0.161824
train1225,0.179000,0.495464,0.325536
train1226,0.061764,0.249913,0.688323
train1227,0.003915,0.812488,0.183597
train1228,0.937052,0.049150,0.013798
train1229,0.578360,0.144297,0.277343
train1230,0.115864,0.798921,0.085215
train1231,0.227907,0.726020,0.046073
train1232,0.721892,0.154812,0.123296
train1233,0.426695,0.335431,0.237874
train1234,0.180288,0.675335,0.144378
train1235,0.434480,0.218338,0.347182
train1236,0.078725,0.309083,0.612192
train1237,0.956046,0.017715,0.026239
train1238,0.051298,0.866418,0.082284
train1239,0.125560,0.079031,0.795410
train1240,0.414263,0.114559,0.471177
train1241,0.562117,0.079595,0.358288
train1242,0.117057,0.400490,0.482453
train1243,0.332614,0.018851,0.648536
train1244,0.062611,0.544507,0.392882
train1245,0.163350,0.021256,0.815395
train1246,0.501656,0.382604,0.115740
