SampleID,A->B,B->A,A-B,A|B
train607,0.404656,0.210343,0.127418,0.257583
train608,0.359572,0.058332,0.355915,0.226180
train609,0.297832,0.091720,0.461548,0.148900
train610,0.137157,0.277737,0.402635,0.182471
train611,0.098617,0.383005,0.005658,0.512720
train612,0.221008,0.674941,0.007913,0.096137
train613,0.477838,0.388560,0.065905,0.067698
train614,0.282235,0.298270,0.414233,0.005262
train615,0.039400,0.143047,0.751995,0.065558
train616,0.220953,0.441427,0.245750,0.091871
train617,0.463809,0.085127,0.316815,0.134250
train618,0.318753,0.465925,0.133887,0.081435
train619,0.396213,0.147832,0.315871,0.140085
train620,0.578525,0.161370,0.026549,0.233556
train621,0.063558,0.133653,0.011335,0.791454
train622,0.203578,0.451000,0.036597,0.308824
train623,0.505809,0.049055,0.294557,0.150579
train624,0.003124,0.642675,0.147008,0.207193
train625,0.364057,0.034694,0.114375,0.486874
train626,0.061612,0.053038,0.321868,0.563481
train627,0.224085,0.364404,0.347348,0.064163
train628,0.090160,0.055757,0.287082,0.567001
train629,0.334526,0.023782,0.582274,0.059418
train630,0.400177,0.057386,0.390938,0.151499
train631,0.783523,0.003326,0.040291,0.172861
train632,0.182741,0.148093,0.590238,0.078928
train633,0.068380,0.215370,0.014869,0.701380
train634,0.317836,0.042313,0.119001,0.520850
train635,0.379201,0.223742,0.301866,0.095191
train636,0.153053,0.277602,0.303288,0.266057
train637,0.579043,0.167559,0.004477,0.248922
train638,0.183795,0.180733,0.626466,0.009006
train639,0.758057,0.167479,0.027433,0.047031
train640,0.029990,0.409607,0.215413,0.344989
train641,0.082325,0.460529,0.411110,0.046036
train642,0.073853,0.206075,0.719067,0.001004
train643,0.654129,0.127604,0.140771,0.077496
train644,0.544695,0.147609,0.031636,0.276060
train645,0.056070,0.513259,0.046824,0.383847
train646,0.309935,0.386552,0.266541,0.036973
train647,0.097991,0.125910,0.408315,0.367783
train648,0.096373,0.297784,0.124484,0.481359
train649,0.058016,0.059441,0.346272,0.536270
train650,0.187889,0.026390,0.057562,0.728159
train651,0.483803,0.297434,0.118713,0.100049
train652,0.318244,0.203583,0.371630,0.106542
train653,0.107980,0.189176,0.394178,0.308665
train654,0.125804,0.293420,0.411615,0.169162
train655,0.366908,0.037567,0.323313,0.272212
train656,0.527331,0.137415,0.076334,0.258920
train657,0.200069,0.008787,0.415059,0.376084
train658,0.002539,0.590928,0.357861,0.048673
train659,0.747735,0.044491,0.046163,0.161611
train660,0.251901,0.136943,0.174299,0.436857
train661,0.107219,0.009576,0.041165,0.842039
train662,0.094136,0.812249,0.009477,0.084138
train663,0.280263,0.292011,0.424331,0.003395
train664,0.081440,0.495200,0.113630,0.309730
train665,0.554520,0.049346,0.367169,0.028966
train666,0.550092,0.126320,0.309522,0.014066
train667,0.182314,0.312197,0.193504,0.311984
train668,0.026803,0.167494,0.180895,0.624808
train669,0.037685,0.524782,0.186972,0.250561
train670,0.342492,0.259825,0.286096,0.111587
train671,0.104991,0.379493,0.065388,0.450128
train672,0.233939,0.300580,0.125335,0.340147
train673,0.260374,0.323034,0.042197,0.374395
train674,0.210791,0.032919,0.657269,0.099021
train675,0.154880,0.307971,0.213489,0.323659
train676,0.173910,0.012458,0.038887,0.774746
train677,0.262414,0.530776,0.050527,0.156283
train678,0.283984,0.022334,0.269234,0.424448
train679,0.128427,0.081944,0.132521,0.657107
train680,0.321281,0.275738,0.053279,0.349701
train681,0.273095,0.042618,0.223643,0.460644
train682,0.105582,0.467215,0.090796,0.336407
train683,0.357829,0.079845,0.445058,0.117267
train684,0.335570,0.437255,0.033791,0.193383
train685,0.146890,0.016350,0.491361,0.345399
train686,0.352969,0.258839,0.086964,0.301227
train687,0.424632,0.396508,0.065150,0.113710
train688,0.143302,0.341041,0.034698,0.480959
train689,0.657455,0.027247,0.174408,0.140890
train690,0.283298,0.295766,0.297774,0.123162
train691,0.375547,0.282449,0.253548,0.088456
train692,0.125827,0.223920,0.534660,0.115592
train693,0.014144,0.013712,0.077408,0.894736
train694,0.149669,0.613726,0.024704,0.211901
train695,0.221858,0.357440,0.305077,0.115625
train696,0.268473,0.534720,0.048408,0.148399
train697,0.079863,0.385287,0.005777,0.529073
train698,0.215668,0.012093,0.136249,0.635991
train699,0.403685,0.192167,0.248568,0.155581
train700,0.111390,0.513341,0.073228,0.302041
train701,0.257497,0.416141,0.047048,0.279314
train702,0.281597,0.177688,0.418635,0.122079
train703,0.443975,0.295372,0.151709,0.108944
train704,0.298234,0.046447,0.459643,0.195676
train705,0.025510,0.320681,0.311117,0.342692
train706,0.010709,0.436928,0.264835,0.287528
train707,0.066908,0.127265,0.272273,0.533554
train708,0.543838,0.113657,0.208177,0.134328
train709,0.000435,0.823685,0.029139,0.146741
train710,0.322285,0.036344,0.514324,0.127047
train711,0.004269,0.116621,0.434763,0.444346
train712,0.431964,0.211865,0.046179,0.309992
train713,0.796092,0.102378,0.067158,0.034371
train714,0.320967,0.444508,0.225714,0.008811
train715,0.409696,0.000849,0.537303,0.052152
train716,0.311190,0.028375,0.391170,0.269264
train717,0.132226,0.161099,0.105887,0.600787
train718,0.002980,0.298153,0.632336,0.066531
train719,0.506475,0.032179,0.415130,0.046216
train720,0.094399,0.340369,0.345329,0.219903
train721,0.494455,0.207908,0.263026,0.034610
train722,0.127163,0.457895,0.183278,0.231664
train723,0.143659,0.022960,0.630815,0.202567
train724,0.038061,0.507989,0.018842,0.435108
train725,0.307427,0.365080,0.241742,0.085751
train726,0.581057,0.250728,0.163369,0.004846
train727,0.290254,0.000008,0.248971,0.460768
train728,0.549339,0.055614,0.026901,0.368146
train729,0.306888,0.170114,0.323223,0.199776
train730,0.148333,0.810835,0.026155,0.014677
train731,0.180600,0.066148,0.703588,0.049664
train732,0.421401,0.210601,0.196806,0.171192
train733,0.453164,0.066040,0.402175,0.078621
train734,0.101605,0.358108,0.280594,0.259693
train735,0.308470,0.210865,0.225092,0.255573
train736,0.063751,0.203993,0.598397,0.133859
train737,0.104127,0.498793,0.088145,0.308936
train738,0.484989,0.016418,0.131056,0.367537
train739,0.289017,0.214918,0.327652,0.168413
train740,0.074042,0.198270,0.074161,0.653527
train741,0.408615,0.269467,0.013858,0.308060
train742,0.199809,0.427043,0.237376,0.135773
train743,0.753111,0.018526,0.005538,0.222826
train744,0.032046,0.134486,0.519119,0.314349
train745,0.161854,0.007329,0.571792,0.259025
train746,0.317810,0.514403,0.067731,0.100056
train747,0.185650,0.099175,0.629184,0.085991
train748,0.004322,0.409627,0.191860,0.394191
train749,0.328108,0.128157,0.055188,0.488547
train750,0.025195,0.153787,0.485622,0.335396
train751,0.006160,0.047625,0.083910,0.862306
train752,0.063249,0.451622,0.417887,0.067242
train753,0.411867,0.487719,0.033208,0.067206
train754,0.180705,0.104162,0.250203,0.464930
train755,0.322278,0.298748,0.011739,0.367235
train756,0.136747,0.149709,0.235137,0.478407
train757,0.259592,0.052924,0.440353,0.247130
train758,0.234008,0.506899,0.234821,0.024271
train759,0.327358,0.038716,0.000087,0.633839
train760,0.526050,0.184412,0.015403,0.274134
train761,0.117603,0.285643,0.041161,0.555593
train762,0.643701,0.294199,0.058385,0.003715
train763,0.163833,0.194195,0.256230,0.385742
train764,0.208347,0.229841,0.183883,0.377929
train765,0.278208,0.105385,0.550854,0.065553
train766,0.082982,0.061468,0.832261,0.023288
train767,0.134297,0.803267,0.025362,0.037074
train768,0.527593,0.027623,0.336410,0.108374
train769,0.204576,0.335906,0.322694,0.136824
train770,0.407781,0.475966,0.101776,0.014478
train771,0.118015,0.328064,0.038770,0.515152
train772,0.390300,0.486503,0.036739,0.086458
train773,0.077729,0.110095,0.262211,0.549966
train774,0.050015,0.140402,0.700558,0.109025
train775,0.620487,0.100285,0.155249,0.123978
train776,0.653467,0.083208,0.047201,0.216124
train777,0.357299,0.127557,0.269191,0.245953
train778,0.197265,0.082016,0.504798,0.215921
train779,0.025532,0.094242,0.138650,0.741575
train780,0.052090,0.294251,0.540353,0.113306
train781,0.028831,0.418727,0.540849,0.011592
train782,0.083946,0.659706,0.200395,0.055953
train783,0.516377,0.110498,0.027662,0.345463
train784,0.239429,0.545070,0.131806,0.083696
train785,0.017176,0.386730,0.437413,0.158681
train786,0.075377,0.253306,0.232000,0.439316
train787,0.421288,0.005108,0.066894,0.506710
train788,0.312678,0.450387,0.221445,0.015490
train789,0.861967,0.032673,0.080652,0.024708
train790,0.035457,0.002290,0.131698,0.830555
train791,0.395892,0.019213,0.567127,0.017769
train792,0.308820,0.112152,0.265159,0.313868
train793,0.434051,0.029839,0.240482,0.295629
train794,0.177061,0.004832,0.609220,0.208887
train795,0.127607,0.240377,0.029187,0.602829
train796,0.106237,0.544970,0.039086,0.309708
train797,0.288612,0.311454,0.171957,0.227976
train798,0.192835,0.651121,0.123966,0.032077
train799,0.763399,0.183621,0.020637,0.032344
train800,0.313253,0.154546,0.274285,0.257916
train801,0.131692,0.305500,0.006047,0.556761
train802,0.135875,0.085355,0.733646,0.045124
train803,0.498396,0.289316,0.204363,0.007926
train804,0.109718,0.735626,0.015592,0.139065
train805,0.049653,0.329801,0.416937,0.203608
train806,0.418625,0.031968,0.516409,0.032998
train807,0.408893,0.116680,0.012549,0.461878
train808,0.551946,0.087892,0.048251,0.311911
train809,0.058414,0.250352,0.477863,0.213371
train810,0.339685,0.378715,0.062566,0.219035
train811,0.290081,0.370599,0.218619,0.120701
train812,0.650685,0.160927,0.069543,0.118845
train813,0.341983,0.075762,0.159823,0.422432
train814,0.464895,0.104627,0.296522,0.133956
train815,0.149719,0.017982,0.605022,0.227278
train816,0.034287,0.009189,0.806009,0.150514
train817,0.175884,0.180108,0.453537,0.190471
train818,0.515641,0.136612,0.327243,0.020504
train819,0.285313,0.432064,0.108211,0.174412
train820,0.050638,0.008774,0.240167,0.700422
train821,0.010149,0.562789,0.385292,0.041771
train822,0.191137,0.645449,0.046565,0.116849
train823,0.092028,0.185052,0.617172,0.105748
train824,0.148119,0.254661,0.239305,0.357915
train825,0.010033,0.048076,0.451967,0.489923
train826,0.328035,0.162960,0.219791,0.289213
train827,0.221636,0.172319,0.370613,0.235431
train828,0.122222,0.535569,0.188586,0.153623
train829,0.069062,0.003584,0.738893,0.188461
train830,0.212166,0.396792,0.117101,0.273941
train831,0.201424,0.399429,0.052818,0.346329
train832,0.151875,0.614268,0.149006,0.084850
train833,0.286406,0.056128,0.567507,0.089959
train834,0.166058,0.034753,0.782045,0.017143
train835,0.397889,0.076358,0.402170,0.123583
train836,0.294312,0.092246,0.012934,0.600508
train837,0.024244,0.270594,0.093605,0.611557
train838,0.352549,0.582201,0.037822,0.027428
train839,0.104591,0.156941,0.611434,0.127033
train840,0.071584,0.168928,0.441020,0.318469
train841,0.300286,0.336505,0.086815,0.276394
train842,0.838749,0.125115,0.028982,0.007153
train843,0.067123,0.669516,0.064832,0.198528
train844,0.047332,0.064057,0.189280,0.699332
train845,0.036352,0.506955,0.148348,0.308344
train846,0.304464,0.052421,0.610715,0.032399
train847,0.704376,0.058912,0.054771,0.181941
train848,0.495787,0.225237,0.049958,0.229018
train849,0.166698,0.498667,0.259316,0.075318
train850,0.285026,0.347156,0.263026,0.104792
train851,0.274026,0.357323,0.223452,0.145199
train852,0.060741,0.253271,0.286913,0.399075
train853,0.223297,0.011779,0.455889,0.309036
train854,0.352298,0.002441,0.006202,0.639060
train855,0.214170,0.046366,0.303134,0.436330
train856,0.068741,0.586872,0.170293,0.174094
train857,0.552387,0.065172,0.359373,0.023068
train858,0.341082,0.397677,0.251792,0.009449
train859,0.512147,0.246927,0.235846,0.005080
train860,0.044580,0.021286,0.363667,0.570468
train861,0.067623,0.426197,0.081382,0.424798
train862,0.116587,0.377925,0.049157,0.456330
train863,0.000368,0.682122,0.261766,0.055743
train864,0.166601,0.240199,0.261784,0.331416
train865,0.391282,0.134497,0.236748,0.237473
train866,0.474246,0.035828,0.284695,0.205230
train867,0.328147,0.116799,0.540202,0.014852
train868,0.221141,0.694368,0.038984,0.045507
train869,0.125079,0.043176,0.723808,0.107936
train870,0.802158,0.095307,0.080309,0.022226
train871,0.419055,0.061658,0.396916,0.122371
train872,0.256799,0.160769,0.243292,0.339139
train873,0.761415,0.019961,0.164331,0.054293
train874,0.122148,0.327440,0.250175,0.300237
train875,0.068103,0.403812,0.445604,0.082481
train876,0.080335,0.001949,0.327784,0.589931
train877,0.197488,0.563610,0.011805,0.227096
train878,0.250673,0.037911,0.160292,0.551124
train879,0.156501,0.081388,0.144902,0.617209
train880,0.939912,0.034795,0.021616,0.003678
train881,0.468159,0.457921,0.022320,0.051600
train882,0.348607,0.032440,0.531494,0.087459
train883,0.011469,0.531684,0.095296,0.361552
train884,0.033080,0.798796,0.007669,0.160455
train885,0.174741,0.577706,0.043502,0.204050
train886,0.526607,0.420615,0.002166,0.050613
train887,0.254577,0.593366,0.105070,0.046986
train888,0.095937,0.034203,0.807687,0.062173
train889,0.410380,0.008987,0.313502,0.267132
train890,0.306499,0.240200,0.327056,0.126245
train891,0.101298,0.599279,0.155569,0.143854
train892,0.067483,0.306320,0.023322,0.602875
train893,0.140536,0.112049,0.525898,0.221517
train894,0.023060,0.464288,0.354137,0.158515
train895,0.317332,0.327587,0.159593,0.195488
train896,0.502612,0.176982,0.056454,0.263952
train897,0.474253,0.013271,0.258223,0.254254
train898,0.385860,0.518044,0.032015,0.064081
train899,0.413465,0.360934,0.115850,0.109751
train900,0.034572,0.399547,0.544488,0.021392
train901,0.069777,0.107507,0.143755,0.678961
train902,0.064274,0.169395,0.303261,0.463071
train903,0.127694,0.130793,0.092108,0.649404
train904,0.175353,0.425334,0.100572,0.298741
train905,0.209010,0.042781,0.577904,0.170305
train906,0.306106,0.148974,0.260496,0.284424
train907,0.239983,0.227062,0.033503,0.499453
train908,0.138841,0.049158,0.592248,0.219752
train909,0.179947,0.137457,0.423845,0.258751
train910,0.038069,0.263476,0.148514,0.549941
train911,0.560147,0.060629,0.191647,0.187577
train912,0.213201,0.231446,0.329687,0.225667
train913,0.000931,0.928003,0.033077,0.037989
train914,0.254704,0.636475,0.104323,0.004498
train915,0.263977,0.125770,0.552297,0.057956
train916,0.263478,0.324047,0.078568,0.333907
train917,0.186127,0.362139,0.004196,0.447538
train918,0.309357,0.019668,0.628516,0.042459
train919,0.117360,0.315177,0.201709,0.365754
train920,0.304465,0.106292,0.416769,0.172475
train921,0.062532,0.084678,0.129014,0.723776
train922,0.261197,0.296822,0.252424,0.189556
train923,0.212594,0.299303,0.335393,0.152710
train924,0.613382,0.172143,0.088489,0.125985
train925,0.248089,0.320424,0.408775,0.022711
train926,0.227213,0.081895,0.665512,0.025380
train927,0.932716,0.002862,0.003246,0.061177
train928,0.184813,0.277261,0.440257,0.097669
train929,0.387856,0.161515,0.029296,0.421332
train930,0.652823,0.088110,0.104923,0.154143
train931,0.082191,0.357119,0.353480,0.207210
train932,0.621796,0.087112,0.054373,0.236718
train933,0.275349,0.365395,0.079518,0.279737
train934,0.249268,0.001580,0.469775,0.279378
train935,0.079437,0.668536,0.198869,0.053157
train936,0.061089,0.306417,0.616576,0.015918
train937,0.160358,0.290456,0.360974,0.188212
train938,0.216866,0.210502,0.205660,0.366972
train939,0.054950,0.576561,0.131560,0.236929
train940,0.590919,0.115902,0.253253,0.039926
train941,0.327136,0.015689,0.323316,0.333859
train942,0.722199,0.123079,0.092137,0.062585
train943,0.133008,0.265758,0.314009,0.287225
train944,0.113789,0.555067,0.124224,0.206920
train945,0.331291,0.099731,0.250511,0.318467
train946,0.224752,0.655696,0.099027,0.020525
train947,0.043232,0.032705,0.812397,0.111666
train948,0.073923,0.382388,0.463494,0.080195
train949,0.386175,0.013228,0.288835,0.311762
train950,0.417788,0.055124,0.280589,0.246500
train951,0.301868,0.407802,0.256951,0.033379
train952,0.199039,0.677282,0.066108,0.057571
train953,0.235239,0.159080,0.501171,0.104510
train954,0.002031,0.024073,0.325985,0.647910
train955,0.356521,0.175555,0.027186,0.440738
train956,0.020975,0.215343,0.354791,0.408890
train957,0.501163,0.272127,0.218659,0.008051
train958,0.468123,0.112520,0.156233,0.263123
train959,0.175974,0.134059,0.014496,0.675471
train960,0.091517,0.586891,0.278706,0.042886
train961,0.070410,0.716478,0.141580,0.071532
train962,0.181337,0.006761,0.719528,0.092374
train963,0.175904,0.017836,0.063979,0.742282
train964,0.788886,0.132255,0.078499,0.000360
train965,0.049116,0.559580,0.278988,0.112316
train966,0.646389,0.050174,0.143416,0.160020
train967,0.098828,0.486395,0.141457,0.273320
train968,0.001827,0.469231,0.253549,0.275394
train969,0.491313,0.096968,0.136481,0.275238
train970,0.111221,0.403499,0.457554,0.027727
train971,0.255240,0.609484,0.029314,0.105962
train972,0.449167,0.289304,0.007410,0.254118
train973,0.153448,0.346656,0.150114,0.349782
train974,0.047061,0.057439,0.615618,0.279882
train975,0.239045,0.209709,0.391520,0.159726
train976,0.016095,0.164995,0.112003,0.706906
train977,0.270862,0.039016,0.037021,0.653101
train978,0.206964,0.516132,0.141460,0.135444
train979,0.176511,0.105112,0.516247,0.202130
train980,0.167303,0.220230,0.358202,0.254264
train981,0.531136,0.021002,0.400144,0.047718
train982,0.098467,0.500000,0.072939,0.328595
train983,0.392942,0.376239,0.188261,0.042558
train984,0.125204,0.171232,0.278233,0.425332
train985,0.185634,0.686967,0.041352,0.086047
train986,0.180039,0.131668,0.304219,0.384074
train987,0.389756,0.105515,0.392421,0.112308
train988,0.042613,0.097612,0.093203,0.766572
train989,0.094001,0.138284,0.412261,0.355454
train990,0.216552,0.149822,0.304929,0.328697
train991,0.487613,0.038016,0.440142,0.034229
train992,0.079781,0.310489,0.417727,0.192003
train993,0.404473,0.008122,0.545481,0.041924
train994,0.149290,0.403010,0.382439,0.065260
train995,0.039542,0.242934,0.698034,0.019490
train996,0.114906,0.021324,0.443727,0.420043
train997,0.182474,0.387430,0.315402,0.114694
train998,0.045810,0.277221,0.291879,0.385091
train999,0.417009,0.060978,0.509295,0.012717
train1000,0.348010,0.043958,0.341706,0.266325
train1001,0.669766,0.073379,0.034566,0.222289
train1002,0.507300,0.092295,0.356390,0.044015
