SampleID,Target [1 for A->B; -1 otherwise],Details [1 for A->B; 2 for A<-B; 3 for A-B; 4 for A|B]
train6876,1,1
train6877,0,3
train6878,0,4
train6879,1,1
train6880,1,1
train6881,0,4
train6882,0,4
train6883,1,1
train6884,1,1
train6885,0,4
train6886,0,4
train6887,0,3
train6888,0,3
train6889,0,4
train6890,0,4
train6891,1,1
train6892,0,4
train6893,-1,2
train6894,0,4
train6895,0,3
train6896,-1,2
train6897,-1,2
train6898,0,4
train6899,0,3
train6900,-1,2
train6901,0,3
train6902,0,4
train6903,-1,2
train6904,-1,2
train6905,0,3
train6906,0,4
train6907,-1,2
train6908,1,1
train6909,0,4
train6910,-1,2
train6911,0,3
train6912,0,3
train6913,1,1
train6914,1,1
train6915,-1,2
train6916,0,4
train6917,0,4
train6918,1,1
train6919,0,3
train6920,0,3
train6921,1,1
train6922,-1,2
train6923,0,3
train6924,0,3
train6925,-1,2
train6926,0,3
train6927,0,3
train6928,0,4
train6929,0,4
train6930,1,1
train6931,0,3
train6932,-1,2
train6933,-1,2
train6934,0,3
train6935,-1,2
train6936,0,4
train6937,-1,2
train6938,-1,2
train6939,0,3
train6940,1,1
train6941,1,1
train6942,-1,2
train6943,1,1
train6944,-1,2
train6945,0,3
train6946,0,4
train6947,0,3
train6948,0,3
train6949,0,4
train6950,0,3
train6951,0,4
train6952,-1,2
train6953,1,1
train6954,1,1
train6955,0,3
train6956,-1,2
train6957,1,1
train6958,-1,2
train6959,1,1
train6960,1,1
train6961,1,1
train6962,0,4
train6963,0,3
train6964,1,1
train6965,0,3
train6966,0,3
train6967,-1,2
train6968,-1,2
train6969,0,3
train6970,-1,2
train6971,-1,2
train6972,1,1
train6973,0,3
train6974,0,3
train6975,-1,2
train6976,0,3
train6977,-1,2
train6978,-1,2
train6979,1,1
train6980,-1,2
train6981,0,3
train6982,0,4
train6983,0,3
train6984,0,4
train6985,-1,2
train6986,0,4
train6987,0,3
train6988,1,1
train6989,0,3
train6990,0,4
train6991,0,4
train6992,0,3
train6993,0,3
train6994,0,4
train6995,1,1
train6996,0,3
train6997,-1,2
train6998,0,3
train6999,0,4
train7000,1,1
train7001,-1,2
train7002,1,1
train7003,0,3
train7004,0,4
train7005,0,3
train7006,0,4
train7007,-1,2
train7008,-1,2
train7009,0,3
train7010,-1,2
train7011,1,1
train7012,1,1
train7013,1,1
train7014,1,1
train7015,0,3
train7016,1,1
train7017,0,4
train7018,0,3
train7019,-1,2
train7020,1,1
train7021,0,4
train7022,0,4
train7023,0,4
train7024,1,1
train7025,-1,2
train7026,0,3
train7027,0,3
train7028,0,3
train7029,1,1
train7030,0,3
train7031,0,3
train7032,0,4
train7033,0,4
train7034,0,4
train7035,0,3
train7036,-1,2
train7037,0,3
train7038,0,4
train7039,1,1
train7040,0,3
train7041,1,1
train7042,0,4
train7043,1,1
train7044,-1,2
train7045,-1,2
train7046,1,1
train7047,-1,2
train7048,-1,2
train7049,1,1
train7050,0,3
train7051,0,4
train7052,-1,2
train7053,0,4
train7054,1,1
train7055,-1,2
train7056,0,4
train7057,1,1
train7058,-1,2
train7059,0,4
train7060,1,1
train7061,0,3
train7062,1,1
train7063,0,4
train7064,-1,2
train7065,1,1
train7066,0,4
train7067,0,4
train7068,0,4
train7069,-1,2
train7070,1,1
train7071,-1,2
train7072,0,4
train7073,-1,2
train7074,0,4
train7075,1,1
train7076,0,4
train7077,0,3
train7078,-1,2
train7079,0,3
train7080,1,1
train7081,0,4
train7082,0,4
train7083,-1,2
train7084,0,3
train7085,0,4
train7086,0,3
train7087,0,4
train7088,-1,2
train7089,-1,2
train7090,0,4
train7091,-1,2
train7092,0,4
train7093,0,4
train7094,0,3
train7095,-1,2
train7096,1,1
train7097,1,1
train7098,1,1
train7099,-1,2
train7100,1,1
train7101,-1,2
train7102,0,3
train7103,1,1
train7104,1,1
train7105,-1,2
train7106,0,4
train7107,0,4
train7108,-1,2
train7109,-1,2
train7110,1,1
train7111,0,3
train7112,0,3
train7113,1,1
train7114,0,4
train7115,1,1
train7116,0,4
train7117,1,1
train7118,0,4
train7119,1,1
train7120,-1,2
train7121,-1,2
train7122,0,4
train7123,0,3
train7124,0,3
train7125,0,3
train7126,0,3
train7127,0,3
train7128,1,1
train7129,-1,2
train7130,0,3
train7131,0,3
train7132,0,3
train7133,-1,2
train7134,1,1
train7135,1,1
train7136,-1,2
train7137,-1,2
train7138,1,1
train7139,0,4
train7140,0,3
train7141,-1,2
train7142,0,3
train7143,1,1
train7144,0,4
train7145,0,3
train7146,0,4
train7147,0,3
train7148,1,1
train7149,0,4
train7150,0,3
train7151,0,3
train7152,-1,2
train7153,1,1
train7154,0,4
train7155,-1,2
train7156,0,4
train7157,0,3
train7158,0,4
train7159,-1,2
train7160,0,3
train7161,0,4
train7162,1,1
train7163,1,1
train7164,0,3
train7165,1,1
train7166,1,1
train7167,1,1
train7168,0,4
train7169,0,4
train7170,-1,2
train7171,-1,2
train7172,1,1
train7173,1,1
train7174,1,1
train7175,0,4
train7176,1,1
train7177,0,3
train7178,0,4
train7179,0,3
train7180,0,3
train7181,0,3
train7182,1,1
train7183,1,1
train7184,0,3
train7185,-1,2
train7186,0,4
train7187,0,3
train7188,0,3
train7189,1,1
train7190,0,4
train7191,1,1
train7192,0,4
train7193,0,3
train7194,0,3
train7195,0,3
train7196,1,1
train7197,0,4
train7198,0,3
train7199,0,4
train7200,0,4
train7201,0,4
train7202,0,4
train7203,1,1
train7204,-1,2
train7205,1,1
train7206,0,3
train7207,0,3
train7208,-1,2
train7209,0,3
train7210,1,1
train7211,-1,2
train7212,1,1
train7213,0,3
train7214,1,1
train7215,0,3
train7216,0,3
train7217,0,3
train7218,0,4
train7219,0,4
train7220,0,4
train7221,1,1
train7222,-1,2
train7223,0,3
train7224,1,1
train7225,0,3
train7226,1,1
train7227,-1,2
train7228,0,3
train7229,0,3
train7230,-1,2
train7231,0,4
train7232,-1,2
train7233,-1,2
train7234,0,3
train7235,0,3
train7236,1,1
train7237,-1,2
train7238,0,4
train7239,1,1
train7240,1,1
train7241,1,1
train7242,0,4
train7243,0,3
train7244,-1,2
train7245,-1,2
train7246,0,4
train7247,-1,2
train7248,0,3
train7249,1,1
train7250,0,3
train7251,0,3
train7252,0,3
train7253,0,4
train7254,0,3
train7255,1,1
train7256,-1,2
train7257,0,4
train7258,-1,2
train7259,0,4
train7260,1,1
train7261,0,4
train7262,0,4
train7263,0,4
train7264,0,3
train7265,-1,2
train7266,-1,2
train7267,0,4
train7268,0,3
train7269,0,4
train7270,-1,2
train7271,0,4
train7272,0,4
train7273,0,3
train7274,0,4
train7275,1,1
train7276,0,3
train7277,0,4
train7278,0,4
train7279,0,3
train7280,0,3
train7281,1,1
train7282,1,1
train7283,0,4
train7284,0,3
train7285,0,3
train7286,-1,2
train7287,-1,2
train7288,-1,2
train7289,0,4
train7290,1,1
train7291,0,4
train7292,-1,2
train7293,0,3
train7294,1,1
train7295,0,4
train7296,1,1
train7297,0,3
train7298,1,1
train7299,0,4
train7300,-1,2
train7301,-1,2
train7302,0,3
train7303,1,1
train7304,0,3
train7305,1,1
train7306,0,4
train7307,0,4
train7308,0,3
train7309,0,4
train7310,-1,2
train7311,0,3
train7312,-1,2
train7313,1,1
train7314,0,4
train7315,0,4
train7316,-1,2
train7317,0,3
train7318,-1,2
train7319,0,4
train7320,0,3
train7321,0,4
train7322,0,3
train7323,0,3
train7324,0,3
train7325,0,3
train7326,1,1
train7327,0,3
train7328,0,3
train7329,-1,2
train7330,1,1
train7331,0,3
train7332,0,3
train7333,0,3
train7334,0,4
train7335,0,4
train7336,-1,2
train7337,1,1
train7338,0,4
train7339,1,1
train7340,0,3
train7341,-1,2
train7342,1,1
train7343,-1,2
train7344,1,1
train7345,0,4
train7346,-1,2
train7347,1,1
train7348,-1,2
train7349,1,1
train7350,-1,2
train7351,0,3
train7352,0,4
train7353,0,3
train7354,-1,2
train7355,0,4
train7356,1,1
train7357,0,4
train7358,1,1
train7359,0,3
train7360,0,4
train7361,0,3
train7362,0,3
train7363,0,3
train7364,0,4
train7365,0,4
train7366,-1,2
train7367,0,3
train7368,0,3
train7369,1,1
train7370,0,4
train7371,1,1
train7372,-1,2
train7373,0,3
train7374,1,1
train7375,1,1
train7376,-1,2
train7377,-1,2
train7378,0,3
train7379,-1,2
train7380,-1,2
train7381,-1,2
train7382,1,1
train7383,0,3
train7384,1,1
train7385,0,4
train7386,0,4
train7387,0,4
train7388,1,1
train7389,0,3
train7390,0,4
train7391,-1,2
train7392,1,1
train7393,1,1
train7394,1,1
train7395,0,3
train7396,0,4
train7397,1,1
train7398,0,3
train7399,1,1
train7400,1,1
train7401,-1,2
train7402,1,1
train7403,1,1
train7404,1,1
train7405,1,1
train7406,0,4
train7407,0,4
train7408,0,4
train7409,1,1
train7410,-1,2
train7411,0,3
train7412,1,1
train7413,1,1
train7414,0,3
train7415,1,1
train7416,-1,2
train7417,-1,2
train7418,0,3
train7419,0,3
train7420,-1,2
train7421,0,3
train7422,0,3
train7423,1,1
train7424,0,3
train7425,0,3
train7426,0,3
train7427,1,1
train7428,-1,2
train7429,0,3
train7430,1,1
train7431,-1,2
train7432,-1,2
train7433,-1,2
train7434,0,3
train7435,0,3
train7436,0,4
train7437,0,3
train7438,0,4
train7439,0,4
train7440,0,4
train7441,0,3
train7442,0,3
train7443,0,3
train7444,0,4
train7445,1,1
train7446,1,1
train7447,0,3
train7448,0,4
train7449,0,4
train7450,0,4
train7451,0,3
train7452,1,1
train7453,1,1
train7454,-1,2
train7455,1,1
train7456,1,1
train7457,0,4
train7458,0,4
train7459,1,1
train7460,0,3
train7461,-1,2
train7462,1,1
train7463,0,3
train7464,0,4
train7465,-1,2
train7466,0,4
train7467,-1,2
train7468,1,1
train7469,0,4
train7470,0,4
train7471,0,4
train7472,-1,2
train7473,0,3
train7474,0,4
train7475,0,4
train7476,0,3
train7477,0,3
train7478,0,4
train7479,-1,2
train7480,0,4
train7481,1,1
train7482,0,4
train7483,0,4
train7484,-1,2
train7485,1,1
train7486,1,1
train7487,0,4
train7488,0,4
train7489,1,1
train7490,0,3
train7491,1,1
train7492,1,1
train7493,-1,2
train7494,1,1
train7495,-1,2
train7496,-1,2
train7497,-1,2
train7498,0,4
train7499,0,4
train7500,-1,2
train7501,0,4
train7502,1,1
train7503,0,3
train7504,-1,2
train7505,-1,2
train7506,0,3
train7507,1,1
train7508,1,1
train7509,0,3
train7510,-1,2
train7511,0,4
train7512,0,4
train7513,1,1
train7514,0,4
train7515,0,4
train7516,1,1
train7517,-1,2
train7518,0,3
train7519,0,3
train7520,0,3
train7521,0,3
train7522,0,3
train7523,-1,2
train7524,1,1
train7525,-1,2
train7526,1,1
train7527,-1,2
train7528,0,3
train7529,-1,2
train7530,0,4
train7531,0,4
train7532,1,1
train7533,-1,2
train7534,0,3
train7535,-1,2
train7536,0,4
train7537,-1,2
train7538,0,4
train7539,-1,2
train7540,-1,2
train7541,-1,2
train7542,1,1
train7543,0,4
train7544,0,3
train7545,0,4
train7546,1,1
train7547,1,1
train7548,1,1
train7549,0,3
train7550,-1,2
train7551,0,3
train7552,0,3
train7553,-1,2
train7554,0,3
train7555,0,4
train7556,-1,2
train7557,0,3
train7558,1,1
train7559,0,3
train7560,1,1
train7561,0,4
train7562,0,4
train7563,0,3
train7564,0,4
train7565,0,4
train7566,1,1
train7567,0,3
train7568,0,3
train7569,1,1
train7570,1,1
train7571,1,1
train7572,0,4
train7573,0,3
train7574,-1,2
train7575,0,3
train7576,0,4
train7577,0,4
train7578,-1,2
train7579,-1,2
train7580,-1,2
train7581,1,1
train7582,0,4
train7583,1,1
train7584,1,1
train7585,0,4
train7586,0,3
train7587,0,4
train7588,1,1
train7589,-1,2
train7590,0,3
train7591,0,3
train7592,0,3
train7593,0,4
train7594,0,4
train7595,0,3
train7596,-1,2
train7597,0,3
train7598,0,4
train7599,0,3
train7600,1,1
train7601,0,3
train7602,-1,2
train7603,0,4
train7604,0,4
train7605,1,1
train7606,1,1
train7607,1,1
train7608,1,1
train7609,0,4
train7610,0,3
train7611,0,4
train7612,0,4
train7613,0,4
train7614,1,1
train7615,0,3
train7616,0,3
train7617,0,4
train7618,0,4
train7619,-1,2
train7620,0,4
train7621,1,1
train7622,0,3
train7623,1,1
train7624,0,4
train7625,0,3
train7626,-1,2
train7627,0,4
train7628,1,1
train7629,-1,2
train7630,0,4
train7631,1,1
train7632,0,4
train7633,0,3
train7634,0,3
train7635,0,3
train7636,0,4
train7637,0,4
train7638,-1,2
train7639,0,3
train7640,1,1
train7641,0,3
train7642,-1,2
train7643,-1,2
train7644,-1,2
train7645,-1,2
train7646,0,3
train7647,-1,2
train7648,0,4
train7649,0,4
train7650,0,3
train7651,1,1
train7652,1,1
train7653,0,3
train7654,0,4
train7655,0,4
train7656,0,4
train7657,-1,2
train7658,1,1
train7659,-1,2
train7660,1,1
train7661,1,1
train7662,1,1
train7663,0,4
train7664,1,1
train7665,0,3
train7666,-1,2
train7667,1,1
train7668,-1,2
train7669,1,1
train7670,0,4
train7671,0,4
train7672,1,1
train7673,-1,2
train7674,-1,2
train7675,1,1
train7676,0,3
train7677,-1,2
train7678,1,1
train7679,0,4
train7680,1,1
train7681,-1,2
train7682,-1,2
train7683,1,1
train7684,1,1
train7685,0,4
train7686,1,1
train7687,1,1
train7688,0,4
train7689,1,1
train7690,1,1
train7691,1,1
train7692,0,3
train7693,0,4
train7694,0,4
train7695,0,3
train7696,-1,2
train7697,-1,2
train7698,-1,2
train7699,0,4
train7700,-1,2
train7701,0,4
train7702,1,1
train7703,-1,2
train7704,1,1
train7705,-1,2
train7706,1,1
train7707,1,1
train7708,1,1
train7709,-1,2
train7710,-1,2
train7711,0,3
train7712,-1,2
train7713,1,1
train7714,0,4
train7715,0,3
train7716,1,1
train7717,-1,2
train7718,1,1
train7719,-1,2
train7720,0,3
train7721,1,1
train7722,0,4
train7723,-1,2
train7724,0,4
train7725,0,4
train7726,0,4
train7727,0,3
train7728,0,3
train7729,0,4
train7730,-1,2
train7731,0,3
train7732,-1,2
train7733,0,3
train7734,0,4
train7735,0,3
train7736,-1,2
train7737,-1,2
train7738,-1,2
train7739,0,4
train7740,1,1
train7741,-1,2
train7742,0,3
train7743,0,3
train7744,0,4
train7745,1,1
train7746,0,4
train7747,-1,2
train7748,-1,2
train7749,0,4
train7750,0,4
train7751,1,1
train7752,-1,2
train7753,0,3
train7754,1,1
train7755,0,3
train7756,-1,2
train7757,0,3
train7758,0,4
train7759,-1,2
train7760,0,3
train7761,1,1
train7762,0,3
train7763,1,1
train7764,0,4
train7765,0,3
train7766,-1,2
train7767,1,1
train7768,0,3
train7769,0,3
train7770,1,1
train7771,-1,2
train7772,-1,2
train7773,0,4
train7774,0,3
train7775,0,4
train7776,0,3
train7777,-1,2
train7778,0,3
train7779,1,1
train7780,1,1
train7781,0,4
train7782,0,4
train7783,0,4
train7784,1,1
train7785,-1,2
train7786,-1,2
train7787,0,3
train7788,0,3
train7789,0,3
train7790,1,1
train7791,0,4
train7792,0,3
train7793,1,1
train7794,0,4
train7795,0,3
train7796,0,3
train7797,1,1
train7798,0,3
train7799,-1,2
train7800,-1,2
train7801,0,3
train7802,0,3
train7803,0,4
train7804,1,1
train7805,0,4
train7806,-1,2
train7807,0,4
train7808,0,4
train7809,0,4
train7810,0,3
train7811,1,1
train7812,1,1
train7813,0,4
train7814,0,3
train7815,1,1
train7816,1,1
train7817,0,4
train7818,0,4
train7819,1,1
train7820,-1,2
train7821,0,3
train7822,0,3
train7823,-1,2
train7824,0,3
train7825,-1,2
train7826,-1,2
train7827,0,4
train7828,0,4
train7829,0,4
train7830,0,4
train7831,0,4
